gene_id,seqid,region_claim,region_length_bp,taxon,isolate,mol_type,source,gff_gene_id,gene_biotype,Description,origin_evidence_class,origin_screen_priority,DEG_contexts,exact_deg_contrasts,GOs,KEGG_ko,KEGG_Pathway,PFAMs,start,end,strand
LOC126322574,NW_026062185.1,RefSeq S. gregaria unplaced genomic region,366495,7010,iqSchGreg1,genomic DNA,Gnomon,126322574,protein_coding,golgin subfamily A member 6-like protein 6,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,249543,251466,+
LOC126322578,NW_026062185.1,RefSeq S. gregaria unplaced genomic region,366495,7010,iqSchGreg1,genomic DNA,Gnomon,126322578,protein_coding,phosphatidylinositol 3%2C4%2C5-trisphosphate 5-phosphatase 2B-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,92122,94334,-
LOC126322579,NW_026062185.1,RefSeq S. gregaria unplaced genomic region,366495,7010,iqSchGreg1,genomic DNA,Gnomon,126322579,protein_coding,CTD small phosphatase-like protein 2,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,87003,89510,+
LOC126322585,NW_026062185.1,RefSeq S. gregaria unplaced genomic region,366495,7010,iqSchGreg1,genomic DNA,Gnomon,126322585,protein_coding,cytoplasmic aconitate hydratase-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,142828,146343,-
LOC126322589,NW_026062185.1,RefSeq S. gregaria unplaced genomic region,366495,7010,iqSchGreg1,genomic DNA,Gnomon,126322589,protein_coding,glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,361155,363478,-
LOC126322590,NW_026062185.1,RefSeq S. gregaria unplaced genomic region,366495,7010,iqSchGreg1,genomic DNA,Gnomon,126322590,protein_coding,leucine-rich repeat protein SHOC-2-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,350246,353569,-
LOC126322593,NW_026062185.1,RefSeq S. gregaria unplaced genomic region,366495,7010,iqSchGreg1,genomic DNA,Gnomon,126322593,protein_coding,glutathione S-transferase D4-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,326053,327986,-
LOC126322599,NW_026062185.1,RefSeq S. gregaria unplaced genomic region,366495,7010,iqSchGreg1,genomic DNA,Gnomon,126322599,protein_coding,proteasome inhibitor PI31 subunit-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,282954,284468,+
LOC126322601,NW_026062185.1,RefSeq S. gregaria unplaced genomic region,366495,7010,iqSchGreg1,genomic DNA,Gnomon,126322601,protein_coding,elongation factor 2-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,133263,136063,+
LOC126322602,NW_026062185.1,RefSeq S. gregaria unplaced genomic region,366495,7010,iqSchGreg1,genomic DNA,Gnomon,126322602,protein_coding,rac guanine nucleotide exchange factor JJ-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,157086,161687,-
LOC126322604,NW_026062185.1,RefSeq S. gregaria unplaced genomic region,366495,7010,iqSchGreg1,genomic DNA,Gnomon,126322604,protein_coding,T-complex protein 1 subunit theta-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected; Infection within diets,Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,,,,,151062,153215,+
LOC126322618,NW_026062185.1,RefSeq S. gregaria unplaced genomic region,366495,7010,iqSchGreg1,genomic DNA,Gnomon,126322618,protein_coding,guanylate-binding protein 1-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,257305,260226,+
LOC126322622,NW_026062185.1,RefSeq S. gregaria unplaced genomic region,366495,7010,iqSchGreg1,genomic DNA,Gnomon,126322622,protein_coding,serine/arginine repetitive matrix protein 2-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,348092,350434,-
LOC126322623,NW_026062185.1,RefSeq S. gregaria unplaced genomic region,366495,7010,iqSchGreg1,genomic DNA,Gnomon,126322623,protein_coding,DNA-directed RNA polymerase III subunit RPC1-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,363517,366469,-
LOC126322680,NW_026062196.1,RefSeq S. gregaria unplaced genomic region,207904,7010,iqSchGreg1,genomic DNA,Gnomon,126322680,protein_coding,UBX domain-containing protein 1-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,107920,109217,+
LOC126322681,NW_026062196.1,RefSeq S. gregaria unplaced genomic region,207904,7010,iqSchGreg1,genomic DNA,Gnomon,126322681,protein_coding,telomere length regulation protein TEL2 homolog,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,124770,129187,-
LOC126322682,NW_026062196.1,RefSeq S. gregaria unplaced genomic region,207904,7010,iqSchGreg1,genomic DNA,Gnomon,126322682,protein_coding,THO complex subunit 2-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,154503,159766,+
LOC126322684,NW_026062196.1,RefSeq S. gregaria unplaced genomic region,207904,7010,iqSchGreg1,genomic DNA,Gnomon,126322684,protein_coding,ATP-dependent 6-phosphofructokinase%2C platelet type-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,167658,170145,-
LOC126322685,NW_026062196.1,RefSeq S. gregaria unplaced genomic region,207904,7010,iqSchGreg1,genomic DNA,Gnomon,126322685,protein_coding,NAD kinase-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,170552,172165,-
LOC126322686,NW_026062196.1,RefSeq S. gregaria unplaced genomic region,207904,7010,iqSchGreg1,genomic DNA,Gnomon,126322686,protein_coding,50S ribosomal protein L17-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,186122,186568,-
LOC126322693,NW_026062196.1,RefSeq S. gregaria unplaced genomic region,207904,7010,iqSchGreg1,genomic DNA,Gnomon,126322693,protein_coding,peroxisomal membrane protein PEX14-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,80779,82506,+
LOC126322695,NW_026062196.1,RefSeq S. gregaria unplaced genomic region,207904,7010,iqSchGreg1,genomic DNA,Gnomon,126322695,protein_coding,GDP-fucose transporter 1-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,85148,86930,-
LOC126322696,NW_026062196.1,RefSeq S. gregaria unplaced genomic region,207904,7010,iqSchGreg1,genomic DNA,Gnomon,126322696,protein_coding,coatomer subunit epsilon-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,44282,47379,+
LOC126322697,NW_026062196.1,RefSeq S. gregaria unplaced genomic region,207904,7010,iqSchGreg1,genomic DNA,Gnomon,126322697,protein_coding,eukaryotic translation initiation factor 4E type 2-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,56430,57879,-
LOC126322707,NW_026062196.1,RefSeq S. gregaria unplaced genomic region,207904,7010,iqSchGreg1,genomic DNA,Gnomon,126322707,protein_coding,formin-like protein,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,38938,44165,+
LOC126322709,NW_026062196.1,RefSeq S. gregaria unplaced genomic region,207904,7010,iqSchGreg1,genomic DNA,Gnomon,126322709,protein_coding,repetitive organellar protein-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,202518,207841,-
LOC126322712,NW_026062196.1,RefSeq S. gregaria unplaced genomic region,207904,7010,iqSchGreg1,genomic DNA,Gnomon,126322712,protein_coding,carboxy-terminal kinesin 2,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,163318,165998,-
LOC126322718,NW_026062196.1,RefSeq S. gregaria unplaced genomic region,207904,7010,iqSchGreg1,genomic DNA,Gnomon,126322718,protein_coding,nuclear pore complex protein Nup160-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,189151,194217,+
LOC126322722,NW_026062196.1,RefSeq S. gregaria unplaced genomic region,207904,7010,iqSchGreg1,genomic DNA,Gnomon,126322722,protein_coding,tyrosine--tRNA ligase%2C cytoplasmic-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,198559,200425,+
LOC126322725,NW_026062196.1,RefSeq S. gregaria unplaced genomic region,207904,7010,iqSchGreg1,genomic DNA,Gnomon,126322725,protein_coding,DNA mismatch repair protein Mlh1-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,177468,179914,+
LOC126322727,NW_026062196.1,RefSeq S. gregaria unplaced genomic region,207904,7010,iqSchGreg1,genomic DNA,Gnomon,126322727,protein_coding,30S ribosomal protein S5-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,173868,174829,+
LOC126322728,NW_026062196.1,RefSeq S. gregaria unplaced genomic region,207904,7010,iqSchGreg1,genomic DNA,Gnomon,126322728,protein_coding,60S ribosomal protein L18-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,179916,180759,+
LOC126322732,NW_026062196.1,RefSeq S. gregaria unplaced genomic region,207904,7010,iqSchGreg1,genomic DNA,Gnomon,126322732,protein_coding,phosphatidylcholine transfer protein-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,133394,134603,-
LOC126323236,NW_026062217.1,RefSeq S. gregaria unplaced genomic region,108767,7010,iqSchGreg1,genomic DNA,Gnomon,126323236,protein_coding,titin-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,64104,67569,-
LOC126323238,NW_026062217.1,RefSeq S. gregaria unplaced genomic region,108767,7010,iqSchGreg1,genomic DNA,Gnomon,126323238,protein_coding,autophagy-related protein 9-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,49278,52269,-
LOC126323239,NW_026062217.1,RefSeq S. gregaria unplaced genomic region,108767,7010,iqSchGreg1,genomic DNA,Gnomon,126323239,protein_coding,vacuolar protein sorting-associated protein 45-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,55420,57817,-
LOC126323240,NW_026062217.1,RefSeq S. gregaria unplaced genomic region,108767,7010,iqSchGreg1,genomic DNA,Gnomon,126323240,protein_coding,mitochondrial-processing peptidase subunit beta-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,62192,64104,+
LOC126323241,NW_026062217.1,RefSeq S. gregaria unplaced genomic region,108767,7010,iqSchGreg1,genomic DNA,Gnomon,126323241,protein_coding,adenylyl cyclase-associated protein-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,57885,59693,+
LOC126323244,NW_026062217.1,RefSeq S. gregaria unplaced genomic region,108767,7010,iqSchGreg1,genomic DNA,Gnomon,126323244,protein_coding,START domain-containing protein 10-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,71913,73001,-
LOC126323245,NW_026062217.1,RefSeq S. gregaria unplaced genomic region,108767,7010,iqSchGreg1,genomic DNA,Gnomon,126323245,protein_coding,RRP15-like protein,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,79524,80364,+
LOC126323246,NW_026062217.1,RefSeq S. gregaria unplaced genomic region,108767,7010,iqSchGreg1,genomic DNA,Gnomon,126323246,protein_coding,splicing factor 3B subunit 4-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,73605,74863,+
LOC126323247,NW_026062217.1,RefSeq S. gregaria unplaced genomic region,108767,7010,iqSchGreg1,genomic DNA,Gnomon,126323247,protein_coding,ADP-ribosylation factor 1-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,46699,47844,-
LOC126323252,NW_026062217.1,RefSeq S. gregaria unplaced genomic region,108767,7010,iqSchGreg1,genomic DNA,Gnomon,126323252,protein_coding,glutamate dehydrogenase%2C mitochondrial-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,83339,85597,+
LOC126323253,NW_026062217.1,RefSeq S. gregaria unplaced genomic region,108767,7010,iqSchGreg1,genomic DNA,Gnomon,126323253,protein_coding,superoxide dismutase [Fe]-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,82439,83448,-
LOC126323254,NW_026062217.1,RefSeq S. gregaria unplaced genomic region,108767,7010,iqSchGreg1,genomic DNA,Gnomon,126323254,protein_coding,peptidyl-prolyl cis-trans isomerase FKBP4-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,86298,88804,+
LOC126323255,NW_026062217.1,RefSeq S. gregaria unplaced genomic region,108767,7010,iqSchGreg1,genomic DNA,Gnomon,126323255,protein_coding,splicing factor 3B subunit 1-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,42564,46596,+
LOC126323257,NW_026062217.1,RefSeq S. gregaria unplaced genomic region,108767,7010,iqSchGreg1,genomic DNA,Gnomon,126323257,protein_coding,exosome component 10-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,88797,90788,-
LOC126323260,NW_026062217.1,RefSeq S. gregaria unplaced genomic region,108767,7010,iqSchGreg1,genomic DNA,Gnomon,126323260,protein_coding,rho GTPase-activating protein gacW-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,5464,9249,-
LOC126323261,NW_026062217.1,RefSeq S. gregaria unplaced genomic region,108767,7010,iqSchGreg1,genomic DNA,Gnomon,126323261,protein_coding,neutral ceramidase-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,855,3115,-
LOC126323266,NW_026062217.1,RefSeq S. gregaria unplaced genomic region,108767,7010,iqSchGreg1,genomic DNA,Gnomon,126323266,protein_coding,dipeptidyl peptidase 8-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,97705,100730,-
LOC126323268,NW_026062217.1,RefSeq S. gregaria unplaced genomic region,108767,7010,iqSchGreg1,genomic DNA,Gnomon,126323268,protein_coding,citrate/2-methylcitrate dehydratase-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,96162,97993,+
LOC126323276,NW_026062217.1,RefSeq S. gregaria unplaced genomic region,108767,7010,iqSchGreg1,genomic DNA,Gnomon,126323276,protein_coding,cardiolipin synthase-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,103341,106389,+
LOC126323718,NW_026062229.1,RefSeq S. gregaria unplaced genomic region,248508,7010,iqSchGreg1,genomic DNA,Gnomon,126323718,protein_coding,RNA helicase aquarius-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,66852,70256,+
LOC126323720,NW_026062229.1,RefSeq S. gregaria unplaced genomic region,248508,7010,iqSchGreg1,genomic DNA,Gnomon,126323720,protein_coding,kinesin-like protein KIF3A,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,102775,105729,-
LOC126323724,NW_026062229.1,RefSeq S. gregaria unplaced genomic region,248508,7010,iqSchGreg1,genomic DNA,Gnomon,126323724,protein_coding,ubiquitin carboxyl-terminal hydrolase 33-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,183902,186258,+
LOC126323725,NW_026062229.1,RefSeq S. gregaria unplaced genomic region,248508,7010,iqSchGreg1,genomic DNA,Gnomon,126323725,protein_coding,protein YIPF5 homolog,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,193424,197517,+
