DEG_context,gene_id,seqid,start,end,midpoint,strand,seq_start,seq_end,chromosome,genome,chromosome_class,region_name,region_chromosome,region_genome,taxon,isolate,mol_type,tissue_type,region_length_bp,source,gff_gene_id,gff_description,gff_biotype,gff_gbkey,Description,gene_biotype,GOs,KEGG_ko,KEGG_Pathway,PFAMs,exact_deg_contrasts,annotation_text,has_domain_annotation,origin_evidence_class,origin_screen_priority,region_claim
Diet DEGs in infected,LOC126325522,NW_026062282.1,96099,98640,97369.5,+,1,292790,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,292790,Gnomon,126325522,uncharacterized LOC126325522,protein_coding,Gene,uncharacterized LOC126325522,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126325522 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126325524,NW_026062282.1,100375,101384,100879.5,-,1,292790,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,292790,Gnomon,126325524,V-type proton ATPase subunit E-like,protein_coding,Gene,V-type proton ATPase subunit E-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,V-type proton ATPase subunit E-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126325475,NW_026062282.1,101610,106566,104088,+,1,292790,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,292790,Gnomon,126325475,uncharacterized LOC126325475,protein_coding,Gene,uncharacterized LOC126325475,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126325475 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126325525,NW_026062282.1,106557,109634,108095.5,-,1,292790,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,292790,Gnomon,126325525,vacuolar protein sorting-associated protein 51 homolog,protein_coding,Gene,vacuolar protein sorting-associated protein 51 homolog,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,vacuolar protein sorting-associated protein 51 homolog | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126325476,NW_026062282.1,110018,112584,111301,+,1,292790,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,292790,Gnomon,126325476,origin recognition complex subunit 1-like,protein_coding,Gene,origin recognition complex subunit 1-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,origin recognition complex subunit 1-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126325477,NW_026062282.1,113840,115290,114565,-,1,292790,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,292790,Gnomon,126325477,double-strand-break repair protein rad21 homolog,protein_coding,Gene,double-strand-break repair protein rad21 homolog,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,double-strand-break repair protein rad21 homolog | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126325527,NW_026062282.1,115710,120025,117867.5,+,1,292790,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,292790,Gnomon,126325527,carnosine N-methyltransferase-like,protein_coding,Gene,carnosine N-methyltransferase-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,carnosine N-methyltransferase-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126325526,NW_026062282.1,116098,120803,118450.5,-,1,292790,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,292790,Gnomon,126325526,nucleolar protein 14-like,protein_coding,Gene,nucleolar protein 14-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,nucleolar protein 14-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126325515,NW_026062282.1,123041,126198,124619.5,+,1,292790,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,292790,Gnomon,126325515,uncharacterized LOC126325515,protein_coding,Gene,uncharacterized LOC126325515,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126325515 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126325534,NW_026062282.1,146571,151437,149004,+,1,292790,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,292790,Gnomon,126325534,vacuolar protein sorting-associated protein 54-like,protein_coding,Gene,vacuolar protein sorting-associated protein 54-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,vacuolar protein sorting-associated protein 54-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126325535,NW_026062282.1,152530,154287,153408.5,+,1,292790,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,292790,Gnomon,126325535,ras-related protein Rap-1-like,protein_coding,Gene,ras-related protein Rap-1-like,protein_coding,"GO:0000003,GO:0000902,GO:0000904,GO:0001654,GO:0001700,GO:0001736,GO:0001738,GO:0001745,GO:0002009,GO:0002064,GO:0002065,GO:0002066,GO:0002376,GO:0002520,GO:0003006,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0006928,GO:0006929,GO:0006930,GO:0007154,GO:0007163,GO:0007164,GO:0007165,GO:0007264,GO:0007265,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007391,GO:0007423,GO:0008150,GO:0008360,GO:0009653,GO:0009790,GO:0009792,GO:0009887,GO:0009888,GO:0009987,GO:0016043,GO:0016331,GO:0016462,GO:0016476,GO:0016477,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0019827,GO:0019953,GO:0022407,GO:0022409,GO:0022412,GO:0022414,GO:0022603,GO:0022604,GO:0022607,GO:0023052,GO:0030030,GO:0030031,GO:0030097,GO:0030154,GO:0030155,GO:0030707,GO:0030713,GO:0030718,GO:0030855,GO:0031252,GO:0032486,GO:0032501,GO:0032502,GO:0032504,GO:0032989,GO:0034329,GO:0034330,GO:0034332,GO:0034333,GO:0035099,GO:0035162,GO:0035556,GO:0040011,GO:0042067,GO:0044085,GO:0044464,GO:0044703,GO:0045216,GO:0045785,GO:0045995,GO:0048468,GO:0048477,GO:0048513,GO:0048518,GO:0048534,GO:0048568,GO:0048592,GO:0048598,GO:0048609,GO:0048729,GO:0048731,GO:0048749,GO:0048856,GO:0048869,GO:0048870,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051128,GO:0051179,GO:0051239,GO:0051674,GO:0051704,GO:0051716,GO:0060429,GO:0065007,GO:0065008,GO:0071840,GO:0090596,GO:0098727,GO:0120031,GO:0120036,GO:2000026",ko:K04353,"ko04010,ko04014,ko04015,ko04024,ko04062,ko04510,ko04530,ko04611,ko04670,ko04720,ko04722,ko04934,ko04972,ko05211,map04010,map04014,map04015,map04024,map04062,map04510,map04530,map04611,map04670,map04720,map04722,map04934,map04972,map05211",Ras,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,"ras-related protein Rap-1-like | GO:0000003,GO:0000902,GO:0000904,GO:0001654,GO:0001700,GO:0001736,GO:0001738,GO:0001745,GO:0002009,GO:0002064,GO:0002065,GO:0002066,GO:0002376,GO:0002520,GO:0003006,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0006928,GO:0006929,GO:0006930,GO:0007154,GO:0007163,GO:0007164,GO:0007165,GO:0007264,GO:0007265,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007391,GO:0007423,GO:0008150,GO:0008360,GO:0009653,GO:0009790,GO:0009792,GO:0009887,GO:0009888,GO:0009987,GO:0016043,GO:0016331,GO:0016462,GO:0016476,GO:0016477,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0019827,GO:0019953,GO:0022407,GO:0022409,GO:0022412,GO:0022414,GO:0022603,GO:0022604,GO:0022607,GO:0023052,GO:0030030,GO:0030031,GO:0030097,GO:0030154,GO:0030155,GO:0030707,GO:0030713,GO:0030718,GO:0030855,GO:0031252,GO:0032486,GO:0032501,GO:0032502,GO:0032504,GO:0032989,GO:0034329,GO:0034330,GO:0034332,GO:0034333,GO:0035099,GO:0035162,GO:0035556,GO:0040011,GO:0042067,GO:0044085,GO:0044464,GO:0044703,GO:0045216,GO:0045785,GO:0045995,GO:0048468,GO:0048477,GO:0048513,GO:0048518,GO:0048534,GO:0048568,GO:0048592,GO:0048598,GO:0048609,GO:0048729,GO:0048731,GO:0048749,GO:0048856,GO:0048869,GO:0048870,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051128,GO:0051179,GO:0051239,GO:0051674,GO:0051704,GO:0051716,GO:0060429,GO:0065007,GO:0065008,GO:0071840,GO:0090596,GO:0098727,GO:0120031,GO:0120036,GO:2000026 | ko:K04353 | ko04010,ko04014,ko04015,ko04024,ko04062,ko04510,ko04530,ko04611,ko04670,ko04720,ko04722,ko04934,ko04972,ko05211,map04010,map04014,map04015,map04024,map04062,map04510,map04530,map04611,map04670,map04720,map04722,map04934,map04972,map05211 | Ras | Diet contrasts among infected | Infected 33 vs 50 | Downregulated",TRUE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126325479,NW_026062282.1,165967,168969,167468,+,1,292790,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,292790,Gnomon,126325479,uncharacterized LOC126325479,protein_coding,Gene,uncharacterized LOC126325479,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126325479 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126325499,NW_026062282.1,167613,171210,169411.5,-,1,292790,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,292790,Gnomon,126325499,uncharacterized LOC126325499,protein_coding,Gene,uncharacterized LOC126325499,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126325499 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126325504,NW_026062282.1,171380,172846,172113,-,1,292790,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,292790,Gnomon,126325504,"trans-1,2-dihydrobenzene-1,2-diol dehydrogenase-like",protein_coding,Gene,trans-1%2C2-dihydrobenzene-1%2C2-diol dehydrogenase-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,trans-1%2C2-dihydrobenzene-1%2C2-diol dehydrogenase-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126325510,NW_026062282.1,174252,175065,174658.5,+,1,292790,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,292790,Gnomon,126325510,uncharacterized LOC126325510,protein_coding,Gene,uncharacterized LOC126325510,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126325510 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126325509,NW_026062282.1,175077,175862,175469.5,-,1,292790,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,292790,Gnomon,126325509,uncharacterized LOC126325509,protein_coding,Gene,uncharacterized LOC126325509,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126325509 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126325495,NW_026062282.1,176211,178678,177444.5,+,1,292790,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,292790,Gnomon,126325495,uncharacterized LOC126325495,protein_coding,Gene,uncharacterized LOC126325495,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126325495 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126325492,NW_026062282.1,178644,182347,180495.5,-,1,292790,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,292790,Gnomon,126325492,uncharacterized LOC126325492,protein_coding,Gene,uncharacterized LOC126325492,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126325492 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126325480,NW_026062282.1,185645,189020,187332.5,+,1,292790,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,292790,Gnomon,126325480,MMS19 nucleotide excision repair protein homolog,protein_coding,Gene,MMS19 nucleotide excision repair protein homolog,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,MMS19 nucleotide excision repair protein homolog | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126325505,NW_026062282.1,189192,191017,190104.5,-,1,292790,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,292790,Gnomon,126325505,uncharacterized LOC126325505,protein_coding,Gene,uncharacterized LOC126325505,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126325505 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126325503,NW_026062282.1,191233,192758,191995.5,-,1,292790,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,292790,Gnomon,126325503,uncharacterized LOC126325503,protein_coding,Gene,uncharacterized LOC126325503,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126325503 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126325511,NW_026062282.1,193061,193859,193460,-,1,292790,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,292790,Gnomon,126325511,uncharacterized LOC126325511,lncRNA,Gene,uncharacterized LOC126325511,lncRNA,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126325511 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126325491,NW_026062282.1,193943,197674,195808.5,+,1,292790,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,292790,Gnomon,126325491,uncharacterized LOC126325491,protein_coding,Gene,uncharacterized LOC126325491,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126325491 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126325482,NW_026062282.1,207273,209142,208207.5,+,1,292790,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,292790,Gnomon,126325482,fatty acyl-CoA reductase 1-like,protein_coding,Gene,fatty acyl-CoA reductase 1-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,fatty acyl-CoA reductase 1-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126325493,NW_026062282.1,208193,211906,210049.5,+,1,292790,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,292790,Gnomon,126325493,ATP-dependent RNA helicase ddx24-like,protein_coding,Gene,ATP-dependent RNA helicase ddx24-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,ATP-dependent RNA helicase ddx24-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126325500,NW_026062282.1,218220,220061,219140.5,-,1,292790,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,292790,Gnomon,126325500,oxysterol-binding protein 8-like,protein_coding,Gene,oxysterol-binding protein 8-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,oxysterol-binding protein 8-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126325490,NW_026062282.1,220595,226387,223491,-,1,292790,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,292790,Gnomon,126325490,serine/threonine-protein kinase tor-like,protein_coding,Gene,serine/threonine-protein kinase tor-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,serine/threonine-protein kinase tor-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126325484,NW_026062282.1,237297,244090,240693.5,-,1,292790,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,292790,Gnomon,126325484,uncharacterized LOC126325484,protein_coding,Gene,uncharacterized LOC126325484,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126325484 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
