	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126298510	cytosolic 10-formyltetrahydrofolate dehydrogenase	2763	7	0.0	99.8	6	P:GO:0006730; P:GO:0009058; P:GO:0009258; F:GO:0016155; F:GO:0016620; C:GO:0005737	P:one-carbon metabolic process; P:biosynthetic process; P:10-formyltetrahydrofolate catabolic process; F:formyltetrahydrofolate dehydrogenase activity; F:oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; C:cytoplasm			G3DSA:3.40.309.10:FF:000008 (FUNFAM); G3DSA:3.40.50.170:FF:000002 (FUNFAM); G3DSA:3.10.25.10:FF:000002 (FUNFAM); G3DSA:1.10.1200.10:FF:000002 (FUNFAM); G3DSA:3.40.605.10:FF:000026 (FUNFAM); G3DSA:3.40.605.10:FF:000050 (FUNFAM); IPR016163 (G3DSA:3.40.309.GENE3D); IPR016162 (G3DSA:3.40.605.GENE3D); G3DSA:3.40.50.170 (GENE3D); IPR036736 (G3DSA:1.10.1200.GENE3D); IPR037022 (G3DSA:3.10.25.GENE3D); IPR015590 (PFAM); IPR009081 (PFAM); IPR011407 (PIRSF); IPR002376 (PFAM); IPR005793 (PFAM); PIRSR617656-1 (PIRSR); PIRSR000197-1 (PIRSR); PIRSR036489-3 (PIRSR); PIRSR036489-4 (PIRSR); PIRSR036492-1 (PIRSR); PIRSR036489-2 (PIRSR); PIRSR036489-1 (PIRSR); IPR009081 (PROSITE_PROFILES); cd07140 (CDD); IPR036736 (SUPERFAMILY); IPR016161 (SUPERFAMILY); IPR011034 (SUPERFAMILY); IPR036477 (SUPERFAMILY)	P:GO:0006730; P:GO:0009058; P:GO:0009258; F:GO:0003824; F:GO:0016155; F:GO:0016491; F:GO:0016620; C:GO:0005737	P:one-carbon metabolic process; P:biosynthetic process; P:10-formyltetrahydrofolate catabolic process; F:catalytic activity; F:formyltetrahydrofolate dehydrogenase activity; F:oxidoreductase activity; F:oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; C:cytoplasm
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126298524	sterol carrier protein 2	1626	6	0.0	99.91	1	F:GO:0016747	F:acyltransferase activity, transferring groups other than amino-acyl groups			G3DSA:3.40.47.10:FF:000016 (FUNFAM); G3DSA:3.30.1050.10:FF:000001 (FUNFAM); IPR020617 (PFAM); IPR020616 (PFAM); IPR003033 (PFAM); IPR016039 (G3DSA:3.40.47.GENE3D); IPR036527 (G3DSA:3.30.1050.GENE3D); PIRSR000447-1 (PIRSR); PIRSR000451-1 (PIRSR); cd00829 (CDD); IPR036527 (SUPERFAMILY); IPR016039 (SUPERFAMILY); IPR016039 (SUPERFAMILY)	F:GO:0016746; F:GO:0016747	F:acyltransferase activity; F:acyltransferase activity, transferring groups other than amino-acyl groups
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	LOC126298523	nipped-B-like protein	26940	20	3.71E-162	76.48	3	P:GO:0010468; P:GO:0061780; F:GO:0003682	P:regulation of gene expression; P:mitotic cohesin loading; F:chromatin binding			no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	LOC126298525	Zinc finger C4H2 domain-containing protein	1389	3	2.56E-135	66.71						IPR018482 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	LOC126298527	sialomucin core protein 24-like	714	1	2.17E-134	100.0						IPR007947 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126298061	toll-like receptor 7	4416	3	0.0	99.37	2	P:GO:0007165; F:GO:0005515	P:signal transduction; F:protein binding			PR00019 (PRINTS); G3DSA:3.80.10.10:FF:001164 (FUNFAM); G3DSA:3.80.10.10:FF:001164 (FUNFAM); G3DSA:3.40.50.10140:FF:000021 (FUNFAM); IPR000157 (PFAM); IPR035897 (G3DSA:3.40.50.GENE3D); IPR032675 (G3DSA:3.80.10.GENE3D); IPR032675 (G3DSA:3.80.10.GENE3D); IPR001611 (PFAM); IPR032675 (G3DSA:3.80.10.GENE3D); IPR032675 (G3DSA:3.80.10.GENE3D); IPR032675 (G3DSA:3.80.10.GENE3D); IPR032675 (G3DSA:3.80.10.GENE3D); IPR026906 (PFAM); PIRSR002490-1 (PIRSR); IPR001611 (PROSITE_PROFILES); IPR001611 (PROSITE_PROFILES); IPR001611 (PROSITE_PROFILES); IPR000157 (PROSITE_PROFILES); IPR001611 (PROSITE_PROFILES); IPR001611 (PROSITE_PROFILES); IPR001611 (PROSITE_PROFILES); IPR001611 (PROSITE_PROFILES); SSF52058 (SUPERFAMILY); IPR035897 (SUPERFAMILY); SSF52058 (SUPERFAMILY); SSF52047 (SUPERFAMILY)	P:GO:0007165; F:GO:0005515	P:signal transduction; F:protein binding
true	[INTERPRO, BLASTED]	LOC126298062	serine/arginine repetitive matrix protein 1-like	1182	1	2.9E-88	100.0						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	LOC126298991	adenosine receptor A1-like isoform X1	4740	16	1.48E-132	72.85	3	P:GO:0007186; F:GO:0004930; C:GO:0016020	P:G protein-coupled receptor signaling pathway; F:G protein-coupled receptor activity; C:membrane			IPR000276 (PRINTS); IPR000276 (PFAM); G3DSA:1.20.1070.10 (GENE3D); G3DSA:1.20.1070.10 (GENE3D); IPR000276 (PFAM); IPR017452 (PROSITE_PROFILES); cd00637 (CDD); SSF81321 (SUPERFAMILY); SSF81321 (SUPERFAMILY)	P:GO:0007186; F:GO:0004930; C:GO:0016020	P:G protein-coupled receptor signaling pathway; F:G protein-coupled receptor activity; C:membrane
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126298992	melanocyte-stimulating hormone receptor-like	1065	6	3.44E-258	98.73	3	P:GO:0007186; F:GO:0004930; C:GO:0016020	P:G protein-coupled receptor signaling pathway; F:G protein-coupled receptor activity; C:membrane			IPR000276 (PRINTS); IPR000276 (PFAM); G3DSA:1.20.1070.10 (GENE3D); PIRSR600732-5 (PIRSR); IPR017452 (PROSITE_PROFILES); cd00637 (CDD); SSF81321 (SUPERFAMILY)	P:GO:0007186; F:GO:0004930; C:GO:0016020	P:G protein-coupled receptor signaling pathway; F:G protein-coupled receptor activity; C:membrane
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126298065	toll-like receptor 6	4011	3	0.0	95.5	2	P:GO:0007165; F:GO:0005515	P:signal transduction; F:protein binding			PR00019 (PRINTS); G3DSA:3.80.10.10:FF:001164 (FUNFAM); G3DSA:3.80.10.10:FF:001438 (FUNFAM); IPR032675 (G3DSA:3.80.10.GENE3D); IPR032675 (G3DSA:3.80.10.GENE3D); IPR001611 (PFAM); IPR035897 (G3DSA:3.40.50.GENE3D); IPR000157 (PFAM); IPR032675 (G3DSA:3.80.10.GENE3D); IPR032675 (G3DSA:3.80.10.GENE3D); IPR032675 (G3DSA:3.80.10.GENE3D); PIRSR037756-1 (PIRSR); PIRSR002490-1 (PIRSR); IPR001611 (PROSITE_PROFILES); IPR000157 (PROSITE_PROFILES); IPR001611 (PROSITE_PROFILES); IPR001611 (PROSITE_PROFILES); IPR001611 (PROSITE_PROFILES); IPR001611 (PROSITE_PROFILES); IPR001611 (PROSITE_PROFILES); IPR001611 (PROSITE_PROFILES); SSF52058 (SUPERFAMILY); IPR035897 (SUPERFAMILY); SSF52047 (SUPERFAMILY); SSF52058 (SUPERFAMILY)	P:GO:0007165; F:GO:0005515	P:signal transduction; F:protein binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	LOC126297447	uncharacterized protein LOC126248375 isoform X2	2157	11	3.38E-95	91.28	1	F:GO:0003677	F:DNA binding			IPR036623 (G3DSA:2.30.30.GENE3D); IPR011722 (PFAM); IPR036623 (SUPERFAMILY)	F:GO:0003677	F:DNA binding
true	[INTERPRO, BLASTED, MAPPED]	LOC126297445	transmembrane protein 39A isoform X1	6354	14	1.74E-139	47.51	1	C:GO:0016020	C:membrane			IPR019397 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126299602	oxygen-dependent coproporphyrinogen-III oxidase	2256	7	2.6E-177	58.99	2	P:GO:0006779; F:GO:0004109	P:porphyrin-containing compound biosynthetic process; F:coproporphyrinogen oxidase activity			IPR001260 (PRINTS); IPR036406 (G3DSA:3.40.1500.GENE3D); IPR001260 (PFAM); IPR036406 (SUPERFAMILY)	P:GO:0006779; F:GO:0004109	P:porphyrin-containing compound biosynthetic process; F:coproporphyrinogen oxidase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	LOC126299600	syntaxin-binding protein 5 isoform X2	19461	20	9.48E-256	87.03	3	P:GO:0006887; C:GO:0005737; C:GO:0005886	P:exocytosis; C:cytoplasm; C:plasma membrane			no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	LOC126297567	fibrillin-1-like isoform X1	6969	10	1.9E-256	58.14						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	LOC126298189	zinc finger FYVE domain-containing protein 26	26034	20	4.46E-262	70.69	2	P:GO:0009987; F:GO:0005488	P:cellular process; F:binding			IPR006869 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	LOC126299169	uncharacterized protein LOC126299169	453	1	1.22E-77	100.0						PIRSR002498-2 (PIRSR)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	LOC126298374	uncharacterized protein LOC126298374	1515	2	1.36E-218	89.91						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	LOC126299130	gelsolin, cytoplasmic isoform X1	4539	15	1.52E-253	54.96	1	F:GO:0051015	F:actin filament binding			IPR007122 (PRINTS); G3DSA:3.40.20.10:FF:000001 (FUNFAM); IPR029006 (G3DSA:3.40.20.GENE3D); IPR029006 (G3DSA:3.40.20.GENE3D); IPR007123 (PFAM); IPR029006 (G3DSA:3.40.20.GENE3D); cd11288 (CDD); cd11291 (CDD); SSF55753 (SUPERFAMILY); SSF55753 (SUPERFAMILY); SSF55753 (SUPERFAMILY); SSF55753 (SUPERFAMILY); SSF55753 (SUPERFAMILY); SSF55753 (SUPERFAMILY)	F:GO:0051015	F:actin filament binding
true	[INTERPRO, BLASTED]	LOC126299132	uncharacterized protein LOC126299132	507	4	4.24E-123	99.11						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	LOC126298066	uncharacterized protein LOC126298066	393	1	9.37E-86	100.0						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126299133	speckle-type POZ protein-like	2058	12	2.15E-149	76.87	1	F:GO:0005515	F:protein binding			IPR002110 (PRINTS); G3DSA:3.30.710.10:FF:000159 (FUNFAM); IPR000210 (PFAM); IPR036770 (G3DSA:1.25.40.GENE3D); IPR036770 (G3DSA:1.25.40.GENE3D); G3DSA:1.25.40.420 (GENE3D); IPR011333 (G3DSA:3.30.710.GENE3D); IPR002110 (PFAM); PS50297 (PROSITE_PROFILES); PS50297 (PROSITE_PROFILES); IPR002110 (PROSITE_PROFILES); IPR002110 (PROSITE_PROFILES); IPR000210 (PROSITE_PROFILES); IPR002110 (PROSITE_PROFILES); IPR011333 (SUPERFAMILY); IPR036770 (SUPERFAMILY)	F:GO:0005515	F:protein binding
true	[INTERPRO, BLASTED]	LOC126299135	zinc finger protein 91-like isoform X2	103707	18	0.0	96.01						G3DSA:3.30.160.60:FF:000130 (FUNFAM); G3DSA:3.30.160.60:FF:000771 (FUNFAM); G3DSA:3.30.160.60:FF:000100 (FUNFAM); G3DSA:3.30.160.60:FF:000557 (FUNFAM); G3DSA:3.30.160.60:FF:000744 (FUNFAM); G3DSA:3.30.160.60:FF:000624 (FUNFAM); G3DSA:3.30.160.60:FF:001498 (FUNFAM); G3DSA:3.30.160.60 (GENE3D); IPR013087 (PFAM); G3DSA:3.30.160.60 (GENE3D); G3DSA:3.30.160.60 (GENE3D); G3DSA:3.30.160.60 (GENE3D); G3DSA:3.30.160.60 (GENE3D); G3DSA:3.30.160.60 (GENE3D); G3DSA:3.30.160.60 (GENE3D); G3DSA:3.30.160.60 (GENE3D); IPR013087 (PFAM); G3DSA:3.30.160.60 (GENE3D); G3DSA:3.30.160.60 (GENE3D); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR036236 (SUPERFAMILY); IPR036236 (SUPERFAMILY); IPR036236 (SUPERFAMILY); IPR036236 (SUPERFAMILY); IPR036236 (SUPERFAMILY); IPR036236 (SUPERFAMILY); IPR036236 (SUPERFAMILY); IPR036236 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126298069	protein eva-1	1578	1	0.0	100.0	1	F:GO:0030246	F:carbohydrate binding			G3DSA:2.60.120.740:FF:000003 (FUNFAM); IPR043159 (G3DSA:2.60.120.GENE3D); IPR000922 (PFAM); IPR000922 (PROSITE_PROFILES); IPR000922 (PROSITE_PROFILES); cd22829 (CDD); cd22828 (CDD)	F:GO:0030246	F:carbohydrate binding
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126298983	Bardet-Biedl syndrome 5 protein homolog	789	1	8.19E-197	100.0	1	C:GO:0034464	C:BBSome			IPR006606 (PFAM)	C:GO:0034464	C:BBSome
true	[INTERPRO, BLASTED]	LOC126297733	uncharacterized protein DDB_G0271670-like isoform X1	6774	8	2.46E-142	94.57						IPR002087 (PRINTS); IPR002087 (PFAM); IPR036054 (G3DSA:3.90.640.GENE3D); IPR036054 (SUPERFAMILY); IPR036054 (SUPERFAMILY); IPR036054 (SUPERFAMILY); IPR036054 (SUPERFAMILY); IPR036054 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	LOC126298872	crossover junction endonuclease MUS81 isoform X2	3255	20	3.6E-194	53.85	2	F:GO:0003677; F:GO:0004518	F:DNA binding; F:nuclease activity			G3DSA:3.40.50.10130:FF:000003 (FUNFAM); G3DSA:3.40.50.10130 (GENE3D); IPR006166 (PFAM); IPR042530 (G3DSA:1.10.150.GENE3D); PF21292 (PFAM); IPR047416 (CDD); IPR011335 (SUPERFAMILY); IPR011335 (SUPERFAMILY)	F:GO:0003677; F:GO:0004518	F:DNA binding; F:nuclease activity
true	[INTERPRO, BLASTED, MAPPED]	LOC126298041	dehydrogenase/reductase SDR family member 7	1950	8	2.69E-119	67.25	2	F:GO:0016491; C:GO:0016020	F:oxidoreductase activity; C:membrane			IPR002347 (PFAM); G3DSA:3.40.50.720 (GENE3D); PIRSR614007-2 (PIRSR); PIRSR000102-3 (PIRSR); PIRSR617711-2 (PIRSR); IPR036291 (SUPERFAMILY); IPR036291 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	LOC126298666	uncharacterized protein LOC126248388 isoform X1	5952	20	9.69E-108	98.44	1	C:GO:0016020	C:membrane			IPR011989 (G3DSA:1.25.10.GENE3D); IPR006911 (PFAM); IPR016024 (SUPERFAMILY); IPR016024 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	LOC126297751	calcium-dependent secretion activator-like	4068	20	0.0	94.3						G3DSA:1.10.357.50:FF:000002 (FUNFAM); G3DSA:2.30.29.30:FF:000007 (FUNFAM); IPR010439 (PFAM); IPR035892 (G3DSA:2.60.40.GENE3D); IPR011993 (G3DSA:2.30.29.GENE3D); G3DSA:1.10.357.50 (GENE3D); IPR001849 (PFAM); IPR014770 (PROSITE_PROFILES); IPR001849 (PROSITE_PROFILES); IPR000008 (PROSITE_PROFILES); cd01234 (CDD); IPR035892 (SUPERFAMILY); SSF50729 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	LOC126298071	uncharacterized protein LOC126298071	627	1	1.21E-153	100.0						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126298072	Bardet-Biedl syndrome 5 protein homolog	678	1	2.96E-167	100.0	1	C:GO:0034464	C:BBSome			IPR006606 (PFAM)	C:GO:0034464	C:BBSome
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126298075	tachykinin-like peptides receptor 86C	768	1	3.95E-171	100.0	3	P:GO:0007186; F:GO:0004930; C:GO:0016020	P:G protein-coupled receptor signaling pathway; F:G protein-coupled receptor activity; C:membrane			IPR000276 (PRINTS); IPR000276 (PFAM); G3DSA:1.20.1070.10 (GENE3D); IPR017452 (PROSITE_PROFILES); SSF81321 (SUPERFAMILY)	P:GO:0007186; F:GO:0004930; C:GO:0016020	P:G protein-coupled receptor signaling pathway; F:G protein-coupled receptor activity; C:membrane
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126298076	tachykinin-like peptides receptor 86C	699	1	1.58E-170	100.0	3	P:GO:0007186; F:GO:0004930; C:GO:0016020	P:G protein-coupled receptor signaling pathway; F:G protein-coupled receptor activity; C:membrane			IPR000276 (PRINTS); IPR000276 (PFAM); G3DSA:1.20.1070.10 (GENE3D); IPR017452 (PROSITE_PROFILES); SSF81321 (SUPERFAMILY)	P:GO:0007186; F:GO:0004930; C:GO:0016020	P:G protein-coupled receptor signaling pathway; F:G protein-coupled receptor activity; C:membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	LOC126298532	DNA polymerase zeta catalytic subunit	12780	9	0.0	72.02	2	P:GO:0006974; F:GO:0016740	P:DNA damage response; F:transferase activity	EC:2	Transferases	no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126298534	26S proteasome non-ATPase regulatory subunit 9	612	4	3.08E-140	99.75	1	F:GO:0005515	F:protein binding			G3DSA:2.30.42.10:FF:000107 (FUNFAM); IPR040815 (PFAM); G3DSA:6.10.140.1710 (GENE3D); IPR036034 (G3DSA:2.30.42.GENE3D); IPR041489 (PFAM); IPR036034 (SUPERFAMILY)	F:GO:0005515	F:protein binding
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126298079	cyclin-dependent kinase 9-like	1341	2	0.0	98.21	3	P:GO:0006468; F:GO:0004672; F:GO:0005524	P:protein phosphorylation; F:protein kinase activity; F:ATP binding			G3DSA:3.30.200.20:FF:000124 (FUNFAM); G3DSA:1.10.510.10:FF:000203 (FUNFAM); PF12330 (PFAM); IPR000719 (PFAM); G3DSA:3.30.200.20 (GENE3D); G3DSA:1.10.510.10 (GENE3D); PIRSR037281-2 (PIRSR); PIRSR000554-2 (PIRSR); PIRSR000632-1 (PIRSR); PIRSR000636-1 (PIRSR); PIRSR000604-2 (PIRSR); PIRSR000617-2 (PIRSR); PIRSR630616-1 (PIRSR); PIRSR000606-51 (PIRSR); PIRSR637770-2 (PIRSR); PIRSR037014-1 (PIRSR); PIRSR000550-1 (PIRSR); PIRSR630220-2 (PIRSR); PIRSR038172-2 (PIRSR); PIRSR037568-2 (PIRSR); PIRSR000619-1 (PIRSR); PIRSR000624-2 (PIRSR); PIRSR000552-1 (PIRSR); PIRSR000556-2 (PIRSR); PIRSR500951-1 (PIRSR); PIRSR000559-1 (PIRSR); PIRSR500948-1 (PIRSR); PIRSR000551-51 (PIRSR); PIRSR000552-2 (PIRSR); PIRSR037993-1 (PIRSR); PIRSR037393-2 (PIRSR); PIRSR000556-1 (PIRSR); PIRSR500947-50 (PIRSR); PIRSR000551-50 (PIRSR); PIRSR000559-2 (PIRSR); PIRSR628788-1 (PIRSR); PIRSR000624-1 (PIRSR); PIRSR037281-1 (PIRSR); PIRSR037393-1 (PIRSR); PIRSR600239-51 (PIRSR); PIRSR628788-2 (PIRSR); PIRSR037993-2 (PIRSR); PIRSR000631-1 (PIRSR); PIRSR000604-1 (PIRSR); PIRSR630220-1 (PIRSR); PIRSR000636-2 (PIRSR); PIRSR038165-50 (PIRSR); PIRSR038172-1 (PIRSR); PIRSR037568-1 (PIRSR); PIRSR000632-2 (PIRSR); PIRSR000605-50 (PIRSR); PIRSR038189-2 (PIRSR); PIRSR000660-1 (PIRSR); PIRSR000620-1 (PIRSR); PIRSR637770-1 (PIRSR); PIRSR037281-3 (PIRSR); PIRSR000554-1 (PIRSR); PIRSR000617-1 (PIRSR); PIRSR037921-1 (PIRSR); PIRSR620777-50 (PIRSR); PIRSR037014-2 (PIRSR); PIRSR630616-3 (PIRSR); PIRSR000550-3 (PIRSR); PIRSR038189-1 (PIRSR); PIRSR037921-2 (PIRSR); PIRSR000628-1 (PIRSR); PIRSR000661-50 (PIRSR); PIRSR000660-2 (PIRSR); PIRSR000620-2 (PIRSR); PIRSR000666-2 (PIRSR); PIRSR500950-50 (PIRSR); PIRSR000605-51 (PIRSR); PIRSR630616-2 (PIRSR); PIRSR000666-1 (PIRSR); PIRSR000617-4 (PIRSR); PIRSR000628-2 (PIRSR); IPR000719 (PROSITE_PROFILES); IPR011009 (SUPERFAMILY)	P:GO:0006468; F:GO:0004672; F:GO:0005524	P:protein phosphorylation; F:protein kinase activity; F:ATP binding
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126298471	adenosine 3'-phospho 5'-phosphosulfate transporter 1	3543	10	3.64E-105	67.68	1	P:GO:0055085	P:transmembrane transport			IPR013657 (PFAM)	P:GO:0055085	P:transmembrane transport
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126298998	ankyrin repeat domain-containing protein 29-like	1131	6	2.27E-233	98.41	1	F:GO:0005515	F:protein binding			IPR002110 (PFAM); IPR036770 (G3DSA:1.25.40.GENE3D); IPR002110 (PFAM); IPR002110 (PROSITE_PROFILES); IPR002110 (PROSITE_PROFILES); IPR002110 (PROSITE_PROFILES); PS50297 (PROSITE_PROFILES); PS50297 (PROSITE_PROFILES); PS50297 (PROSITE_PROFILES); IPR036770 (SUPERFAMILY)	F:GO:0005515	F:protein binding
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126299302	single-minded homolog 1-like	1689	6	0.0	97.77	6	P:GO:0006355; F:GO:0003700; F:GO:0046983; C:GO:0005634; C:GO:0005667; C:GO:0005737	P:regulation of DNA-templated transcription; F:DNA-binding transcription factor activity; F:protein dimerization activity; C:nucleus; C:transcription regulator complex; C:cytoplasm			IPR001067 (PRINTS); G3DSA:3.30.450.20:FF:000017 (FUNFAM); G3DSA:3.30.450.20:FF:000047 (FUNFAM); G3DSA:4.10.280.10:FF:000007 (FUNFAM); IPR013767 (PFAM); G3DSA:3.30.450.20 (GENE3D); IPR036638 (G3DSA:4.10.280.GENE3D); IPR011598 (PFAM); G3DSA:3.30.450.20 (GENE3D); IPR013655 (PFAM); IPR000014 (NCBIFAM); IPR000014 (PROSITE_PROFILES); IPR011598 (PROSITE_PROFILES); IPR000014 (PROSITE_PROFILES); IPR000014 (CDD); cd19740 (CDD); IPR000014 (CDD); IPR036638 (SUPERFAMILY); IPR035965 (SUPERFAMILY); IPR035965 (SUPERFAMILY)	P:GO:0006355; F:GO:0003700; F:GO:0005515; F:GO:0046983; C:GO:0005634; C:GO:0005667; C:GO:0005737	P:regulation of DNA-templated transcription; F:DNA-binding transcription factor activity; F:protein binding; F:protein dimerization activity; C:nucleus; C:transcription regulator complex; C:cytoplasm
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126298770	adrenodoxin-like protein 2, mitochondrial	477	4	3.55E-108	99.21	2	P:GO:0140647; F:GO:0051537	P:P450-containing electron transport chain; F:2 iron, 2 sulfur cluster binding			IPR001055 (PRINTS); G3DSA:3.10.20.30:FF:000013 (FUNFAM); IPR001041 (PFAM); IPR012675 (G3DSA:3.10.20.GENE3D); IPR001041 (PROSITE_PROFILES); IPR001041 (CDD); IPR036010 (SUPERFAMILY)	P:GO:0140647; F:GO:0051536; F:GO:0051537	P:P450-containing electron transport chain; F:iron-sulfur cluster binding; F:2 iron, 2 sulfur cluster binding
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126298774	1-acyl-sn-glycerol-3-phosphate acyltransferase alpha isoform X2	3528	10	6.43E-124	38.31	1	F:GO:0016746	F:acyltransferase activity			IPR002123 (PFAM); cd07989 (CDD); SSF69593 (SUPERFAMILY)	F:GO:0016746	F:acyltransferase activity
true	[INTERPRO, BLASTED, ANNOTATED]	LOC126298775	zinc finger protein 875-like isoform X1	3303	6	1.57E-161	84.1	2	F:GO:0008270; C:GO:0005634	F:zinc ion binding; C:nucleus			G3DSA:3.30.160.60:FF:000065 (FUNFAM); G3DSA:3.30.160.60:FF:000630 (FUNFAM); G3DSA:3.30.160.60:FF:000030 (FUNFAM); G3DSA:3.30.160.60 (GENE3D); PF13894 (PFAM); IPR012934 (PFAM); G3DSA:3.40.1800.20 (GENE3D); G3DSA:3.30.160.60 (GENE3D); IPR013087 (PFAM); G3DSA:3.30.160.60 (GENE3D); G3DSA:3.30.160.60 (GENE3D); G3DSA:3.30.160.60 (GENE3D); IPR013087 (PFAM); IPR013087 (PROSITE_PROFILES); IPR012934 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR012934 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR036236 (SUPERFAMILY); SSF57716 (SUPERFAMILY); IPR036236 (SUPERFAMILY); IPR036236 (SUPERFAMILY); SSF57716 (SUPERFAMILY); IPR036236 (SUPERFAMILY); IPR036236 (SUPERFAMILY); SSF57716 (SUPERFAMILY); SSF57716 (SUPERFAMILY)	F:GO:0008270; C:GO:0005634	F:zinc ion binding; C:nucleus
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	LOC126298777	protein obstructor-E-like	774	6	7.03E-200	99.42	2	F:GO:0008061; C:GO:0005576	F:chitin binding; C:extracellular region			IPR002557 (PFAM); G3DSA:2.170.140.10 (GENE3D); IPR002557 (PROSITE_PROFILES); IPR002557 (PROSITE_PROFILES); IPR002557 (PROSITE_PROFILES); IPR036508 (SUPERFAMILY); IPR036508 (SUPERFAMILY); IPR036508 (SUPERFAMILY)	F:GO:0008061; C:GO:0005576	F:chitin binding; C:extracellular region
true	[INTERPRO, BLASTED]	LOC126298778	1,5-anhydro-D-fructose reductase-like isoform X1	1065	3	1.12E-85	93.33						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	LOC126298779	1-acyl-sn-glycerol-3-phosphate acyltransferase alpha-like	4110	6	1.03E-84	35.11						SSF69593 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	LOC126298080	uncharacterized protein LOC126298080	843	1	1.31E-154	100.0						no IPS match	no IPS match	no IPS match
