Sequence Name	Sequence Description	GO in Extended Format (GO Category GO ID GO Term)
LOC124545211	NADH-cytochrome b5 reductase-like	F GO:0016491 oxidoreductase activity
LOC124545218	fatty acid synthase-like	F GO:0016746 acyltransferase activity
LOC124544631	transcriptional repressor protein YY1-like	C GO:0005634 nucleus
LOC124544777	ran-specific GTPase-activating protein-like	P GO:0006913 nucleocytoplasmic transport
LOC124544804	endoplasmic reticulum resident protein 29	C GO:0005788 endoplasmic reticulum lumen
LOC124544804	endoplasmic reticulum resident protein 29	P GO:0009306 protein secretion
LOC124544791	ATP-dependent RNA helicase DDX55	F GO:0003676 nucleic acid binding
LOC124544791	ATP-dependent RNA helicase DDX55	F GO:0003724 RNA helicase activity
LOC124544791	ATP-dependent RNA helicase DDX55	F GO:0005524 ATP binding
LOC124545652	neuropeptide F receptor-like	P GO:0007186 G protein-coupled receptor signaling pathway
LOC124545652	neuropeptide F receptor-like	C GO:0016020 membrane
LOC124545652	neuropeptide F receptor-like	F GO:0004983 neuropeptide Y receptor activity
LOC124544876	unnamed protein product	C GO:0016020 membrane
LOC124544973	synaptotagmin-7-like	C GO:0016020 membrane
LOC124544973	synaptotagmin-7-like	F GO:0005544 calcium-dependent phospholipid binding
LOC124545653	putative ammonium transporter sll0108	C GO:0016020 membrane
LOC124545653	putative ammonium transporter sll0108	F GO:0008519 ammonium channel activity
LOC124545653	putative ammonium transporter sll0108	P GO:0072488 ammonium transmembrane transport
LOC124545347	ankyrin-2-like	F GO:0005515 protein binding
LOC124545204	probable aquaporin TIP4-2	C GO:0016020 membrane
LOC124545204	probable aquaporin TIP4-2	F GO:0015267 channel activity
LOC124545204	probable aquaporin TIP4-2	P GO:0055085 transmembrane transport
LOC124544669	aquaporin AQPAn.G-like	C GO:0016020 membrane
LOC124544669	aquaporin AQPAn.G-like	F GO:0015267 channel activity
LOC124544669	aquaporin AQPAn.G-like	P GO:0055085 transmembrane transport
LOC124544741	aquaporin AQPAe.a-like	C GO:0016020 membrane
LOC124544741	aquaporin AQPAe.a-like	F GO:0015267 channel activity
LOC124544741	aquaporin AQPAe.a-like	P GO:0055085 transmembrane transport
LOC124545986	sodium/bile acid cotransporter 7-like isoform X1	C GO:0016020 membrane
LOC124545989	mediator of RNA polymerase II transcription subunit 8	C GO:0016592 mediator complex
LOC124545989	mediator of RNA polymerase II transcription subunit 8	F GO:0003712 transcription coregulator activity
LOC124545989	mediator of RNA polymerase II transcription subunit 8	P GO:0006357 regulation of transcription by RNA polymerase II
LOC124545201	fatty acyl-CoA reductase 1-like	F GO:0016491 oxidoreductase activity
LOC124545656	hemicentin-2-like	F GO:0005515 protein binding
LOC124545165	DNA-directed RNA polymerase III subunit RPC2	F GO:0003677 DNA binding
LOC124545165	DNA-directed RNA polymerase III subunit RPC2	F GO:0003899 DNA-directed 5'-3' RNA polymerase activity
LOC124545165	DNA-directed RNA polymerase III subunit RPC2	F GO:0032549 ribonucleoside binding
LOC124545165	DNA-directed RNA polymerase III subunit RPC2	P GO:0006351 DNA-templated transcription
LOC124545172	anaphase-promoting complex subunit 15B	C GO:0005680 anaphase-promoting complex
LOC124545172	anaphase-promoting complex subunit 15B	P GO:0090266 regulation of mitotic cell cycle spindle assembly checkpoint
LOC124545657	uncharacterized protein LOC124545657	F GO:0004930 G protein-coupled receptor activity
LOC124545657	uncharacterized protein LOC124545657	P GO:0007186 G protein-coupled receptor signaling pathway
LOC124545657	uncharacterized protein LOC124545657	C GO:0016020 membrane
LOC124545657	uncharacterized protein LOC124545657	P GO:0007166 cell surface receptor signaling pathway
LOC124545363	transcription initiation factor IIA subunit 1-like	C GO:0005672 transcription factor TFIIA complex
LOC124545363	transcription initiation factor IIA subunit 1-like	P GO:0006367 transcription initiation at RNA polymerase II promoter
LOC124545089	zinc transporter ZIP9-A isoform X1	C GO:0016020 membrane
LOC124545089	zinc transporter ZIP9-A isoform X1	F GO:0046873 metal ion transmembrane transporter activity
LOC124545089	zinc transporter ZIP9-A isoform X1	P GO:0030001 metal ion transport
LOC124545089	zinc transporter ZIP9-A isoform X1	P GO:0055085 transmembrane transport
LOC124625776	unnamed protein product, partial	F GO:0005515 protein binding
LOC124546031	serine/threonine-protein phosphatase alpha-2 isoform	F GO:0016787 hydrolase activity
LOC124544992	high affinity copper uptake protein 1-like	C GO:0016020 membrane
LOC124544992	high affinity copper uptake protein 1-like	F GO:0005375 copper ion transmembrane transporter activity
LOC124544992	high affinity copper uptake protein 1-like	P GO:0035434 copper ion transmembrane transport
LOC124544794	ankyrin repeat domain-containing protein 50-like	F GO:0005515 protein binding
LOC124545659	trypsin delta-like	F GO:0004252 serine-type endopeptidase activity
LOC124545659	trypsin delta-like	P GO:0006508 proteolysis
LOC124545139	putative fatty acyl-CoA reductase CG5065	F GO:0016491 oxidoreductase activity
LOC124545665	uncharacterized protein LOC124545665	F GO:0003676 nucleic acid binding
LOC124545100	arrestin homolog	P GO:0007165 signal transduction
LOC124545101	peroxisomal targeting signal 2 receptor	F GO:0005515 protein binding
LOC124544808	transcription termination factor 2	F GO:0005524 ATP binding
LOC124544808	transcription termination factor 2	F GO:0140658 ATP-dependent chromatin remodeler activity
LOC124545130	septin-1	F GO:0005525 GTP binding
LOC124545130	septin-1	P GO:0051301 cell division
LOC124625801	sex-lethal homolog isoform X1	F GO:0003676 nucleic acid binding
LOC124545242	WD repeat-containing protein WRAP73-like	F GO:0005515 protein binding
LOC124544784	tryptophan--tRNA ligase, mitochondrial	F GO:0005524 ATP binding
LOC124544784	tryptophan--tRNA ligase, mitochondrial	P GO:0006436 tryptophanyl-tRNA aminoacylation
LOC124544784	tryptophan--tRNA ligase, mitochondrial	F GO:0004830 tryptophan-tRNA ligase activity
LOC124544801	ATP synthase subunit delta, mitochondrial	C GO:0045261 proton-transporting ATP synthase complex, catalytic core F(1)
LOC124544801	ATP synthase subunit delta, mitochondrial	F GO:0046933 proton-transporting ATP synthase activity, rotational mechanism
LOC124544801	ATP synthase subunit delta, mitochondrial	P GO:0015986 proton motive force-driven ATP synthesis
LOC124544656	inhibitor of nuclear factor kappa-B kinase subunit alpha isoform X2	F GO:0004672 protein kinase activity
LOC124544656	inhibitor of nuclear factor kappa-B kinase subunit alpha isoform X2	F GO:0005524 ATP binding
LOC124544656	inhibitor of nuclear factor kappa-B kinase subunit alpha isoform X2	P GO:0006468 protein phosphorylation
LOC124545377	periodic tryptophan protein 1 homolog	F GO:0005515 protein binding
LOC124545378	peroxisomal (S)-2-hydroxy-acid oxidase GLO1	F GO:0010181 FMN binding
LOC124545378	peroxisomal (S)-2-hydroxy-acid oxidase GLO1	F GO:0016491 oxidoreductase activity
LOC124544621	iron-sulfur clusters transporter ABCB7, mitochondrial isoform X1	C GO:0016020 membrane
LOC124544621	iron-sulfur clusters transporter ABCB7, mitochondrial isoform X1	F GO:0005524 ATP binding
LOC124544621	iron-sulfur clusters transporter ABCB7, mitochondrial isoform X1	F GO:0140359 ABC-type transporter activity
LOC124544621	iron-sulfur clusters transporter ABCB7, mitochondrial isoform X1	P GO:0055085 transmembrane transport
LOC124545435	39S ribosomal protein L44, mitochondrial isoform X1	F GO:0004525 ribonuclease III activity
LOC124545435	39S ribosomal protein L44, mitochondrial isoform X1	P GO:0006396 RNA processing
LOC124544971	ABC transporter F family member 4-like	F GO:0003677 DNA binding
LOC124545486	E3 ubiquitin-protein ligase MARCHF8	F GO:0008270 zinc ion binding
LOC124545485	phosphatidate cytidylyltransferase, photoreceptor-specific	F GO:0004605 phosphatidate cytidylyltransferase activity
LOC124545184	spermine synthase-like	F GO:0008757 S-adenosylmethionine-dependent methyltransferase activity
LOC124545184	spermine synthase-like	F GO:0016768 spermine synthase activity
LOC124545184	spermine synthase-like	P GO:0006597 spermine biosynthetic process
LOC124544891	E3 ubiquitin-protein ligase AIRP1-like	F GO:0046872 metal ion binding
LOC124545082	ribosome biogenesis protein BMS1 homolog	C GO:0005634 nucleus
LOC124545082	ribosome biogenesis protein BMS1 homolog	F GO:0005525 GTP binding
LOC124545082	ribosome biogenesis protein BMS1 homolog	P GO:0042254 ribosome biogenesis
LOC124545667	myelin P2 protein-like	F GO:0008289 lipid binding
LOC124545265	SOCS box domain	F GO:0005515 protein binding
LOC124544798	glucose dehydrogenase [FAD, quinone]-like	F GO:0016614 oxidoreductase activity, acting on CH-OH group of donors
LOC124544798	glucose dehydrogenase [FAD, quinone]-like	F GO:0050660 flavin adenine dinucleotide binding
LOC124544799	glucose dehydrogenase [FAD, quinone]-like isoform X2	F GO:0016614 oxidoreductase activity, acting on CH-OH group of donors
LOC124544799	glucose dehydrogenase [FAD, quinone]-like isoform X2	F GO:0050660 flavin adenine dinucleotide binding
LOC124544661	SH3 domain-containing protein Dlish	F GO:0005515 protein binding
LOC124545078	28S ribosomal protein S15, mitochondrial	C GO:0005840 ribosome
LOC124545078	28S ribosomal protein S15, mitochondrial	F GO:0003735 structural constituent of ribosome
LOC124545078	28S ribosomal protein S15, mitochondrial	P GO:0006412 translation
LOC124545669	prolactin-releasing peptide receptor-like	P GO:0007186 G protein-coupled receptor signaling pathway
LOC124545669	prolactin-releasing peptide receptor-like	C GO:0016020 membrane
LOC124545669	prolactin-releasing peptide receptor-like	F GO:0004983 neuropeptide Y receptor activity
LOC124544672	cadherin-23	C GO:0016020 membrane
LOC124544672	cadherin-23	F GO:0005509 calcium ion binding
LOC124544672	cadherin-23	P GO:0007156 homophilic cell adhesion via plasma membrane adhesion molecules
LOC124545670	neurogenin-3, partial	F GO:0046983 protein dimerization activity
LOC124544842	uncharacterized protein LOC124544842	F GO:0005515 protein binding
LOC124545230	synaptotagmin-7-like	C GO:0016020 membrane
LOC124545230	synaptotagmin-7-like	F GO:0005544 calcium-dependent phospholipid binding
LOC124544880	AP-4 complex subunit beta-1-like	C GO:0030117 membrane coat
LOC124544880	AP-4 complex subunit beta-1-like	P GO:0006886 intracellular protein transport
LOC124544880	AP-4 complex subunit beta-1-like	P GO:0016192 vesicle-mediated transport
LOC124544878	charged multivesicular body protein 1b	P GO:0007034 vacuolar transport
LOC124545229	cellular tumor antigen p53-like	C GO:0005634 nucleus
LOC124545229	cellular tumor antigen p53-like	F GO:0003700 DNA-binding transcription factor activity
LOC124545229	cellular tumor antigen p53-like	P GO:0006915 apoptotic process
LOC124545229	cellular tumor antigen p53-like	F GO:0000976 transcription cis-regulatory region binding
LOC124545229	cellular tumor antigen p53-like	P GO:0006355 regulation of DNA-templated transcription
LOC124545674	odorant receptor coreceptor-like	C GO:0016020 membrane
LOC124545674	odorant receptor coreceptor-like	F GO:0004984 olfactory receptor activity
LOC124545674	odorant receptor coreceptor-like	F GO:0005549 odorant binding
LOC124545674	odorant receptor coreceptor-like	P GO:0007608 sensory perception of smell
LOC124545231	zinc finger FYVE domain-containing protein 21-like	F GO:0046872 metal ion binding
LOC124545119	AP-1 complex subunit beta-1	P GO:0016192 vesicle-mediated transport
LOC124545119	AP-1 complex subunit beta-1	C GO:0030131 clathrin adaptor complex
LOC124545119	AP-1 complex subunit beta-1	F GO:0030276 clathrin binding
LOC124545119	AP-1 complex subunit beta-1	P GO:0006886 intracellular protein transport
LOC124544838	phosphatidylinositol transfer protein alpha isoform isoform X1	F GO:0005548 phospholipid transporter activity
LOC124544838	phosphatidylinositol transfer protein alpha isoform isoform X1	P GO:0015914 phospholipid transport
LOC124545679	phospholipase A2-like	F GO:0004623 phospholipase A2 activity
LOC124545679	phospholipase A2-like	P GO:0006644 phospholipid metabolic process
LOC124545679	phospholipase A2-like	P GO:0050482 arachidonate secretion
LOC124545680	anoctamin-5-like	F GO:0046983 protein dimerization activity
LOC124545681	dnaJ homolog subfamily B member 13-like	F GO:0003677 DNA binding
LOC124545681	dnaJ homolog subfamily B member 13-like	F GO:0051082 unfolded protein binding
LOC124545681	dnaJ homolog subfamily B member 13-like	P GO:0006457 protein folding
LOC124545068	hypothetical protein O0L34_g12230	F GO:0003700 DNA-binding transcription factor activity
LOC124545068	hypothetical protein O0L34_g12230	F GO:0043565 sequence-specific DNA binding
LOC124545068	hypothetical protein O0L34_g12230	P GO:0006355 regulation of DNA-templated transcription
LOC124544726	hypothetical protein MC885_015558	C GO:0000930 gamma-tubulin complex
LOC124544726	hypothetical protein MC885_015558	P GO:0007020 microtubule nucleation
LOC124544726	hypothetical protein MC885_015558	P GO:0031122 cytoplasmic microtubule organization
LOC124544923	UMP-CMP kinase 2, mitochondrial-like	F GO:0004798 thymidylate kinase activity
LOC124544923	UMP-CMP kinase 2, mitochondrial-like	F GO:0005524 ATP binding
LOC124544923	UMP-CMP kinase 2, mitochondrial-like	P GO:0006233 dTDP biosynthetic process
LOC124545687	ras-like protein family member 10B	F GO:0003924 GTPase activity
LOC124545687	ras-like protein family member 10B	F GO:0005525 GTP binding
LOC124545689	trypsin alpha-like	F GO:0004252 serine-type endopeptidase activity
LOC124545689	trypsin alpha-like	P GO:0006508 proteolysis
LOC124545690	trypsin alpha-4-like	F GO:0004252 serine-type endopeptidase activity
LOC124545690	trypsin alpha-4-like	P GO:0006508 proteolysis
LOC124545691	trypsin alpha-4-like	F GO:0004252 serine-type endopeptidase activity
LOC124545691	trypsin alpha-4-like	P GO:0006508 proteolysis
LOC124545692	trypsin alpha-4-like	F GO:0004252 serine-type endopeptidase activity
LOC124545692	trypsin alpha-4-like	P GO:0006508 proteolysis
LOC124545693	kallikrein-9-like	F GO:0004252 serine-type endopeptidase activity
LOC124545693	kallikrein-9-like	P GO:0006508 proteolysis
LOC124545694	trypsin delta-like	F GO:0004252 serine-type endopeptidase activity
LOC124545694	trypsin delta-like	P GO:0006508 proteolysis
LOC124545695	trypsin alpha-like	F GO:0004252 serine-type endopeptidase activity
LOC124545695	trypsin alpha-like	P GO:0006508 proteolysis
LOC124545696	trypsin delta-like	F GO:0004252 serine-type endopeptidase activity
LOC124545696	trypsin delta-like	P GO:0006508 proteolysis
LOC124545390	trypsin delta-like	F GO:0004252 serine-type endopeptidase activity
LOC124545390	trypsin delta-like	P GO:0006508 proteolysis
LOC124545444	trypsin delta-like	F GO:0004252 serine-type endopeptidase activity
LOC124545444	trypsin delta-like	P GO:0006508 proteolysis
LOC124545272	trypsin delta-like	F GO:0004252 serine-type endopeptidase activity
LOC124545272	trypsin delta-like	P GO:0006508 proteolysis
LOC124545697	trypsin delta-like	F GO:0004252 serine-type endopeptidase activity
LOC124545697	trypsin delta-like	P GO:0006508 proteolysis
LOC124545322	trypsin delta-like	F GO:0004252 serine-type endopeptidase activity
LOC124545322	trypsin delta-like	P GO:0006508 proteolysis
LOC124545698	trypsin delta-like	F GO:0004252 serine-type endopeptidase activity
LOC124545698	trypsin delta-like	P GO:0006508 proteolysis
LOC124545700	trypsin delta-like	F GO:0004252 serine-type endopeptidase activity
LOC124545700	trypsin delta-like	P GO:0006508 proteolysis
LOC124545701	trypsin Blo t 3-like	F GO:0004252 serine-type endopeptidase activity
