Sequence Name	Sequence Description	GO in Extended Format (GO Category GO ID GO Term)
LOC126314282	structural maintenance of chromosomes protein 4-like	P GO:0051276 chromosome organization
LOC126314284	poly [ADP-ribose] polymerase tankyrase-1-like	F GO:0005515 protein binding
LOC126314283	poly [ADP-ribose] polymerase tankyrase-1-like	F GO:0005515 protein binding
LOC126314424	trafficking protein particle complex subunit 3-like	C GO:0030008 TRAPP complex
LOC126314424	trafficking protein particle complex subunit 3-like	P GO:0048193 Golgi vesicle transport
LOC126314423	NPC intracellular cholesterol transporter 1-like isoform X1	C GO:0016020 membrane
LOC126314431	gamma-tubulin complex component 2-like	F GO:0043015 gamma-tubulin binding
LOC126314450	E3 ubiquitin-protein transferase MAEA-like	F GO:0005515 protein binding
LOC126314450	E3 ubiquitin-protein transferase MAEA-like	F GO:0061630 ubiquitin protein ligase activity
LOC126314451	uncharacterized protein LOC126314451	F GO:0003723 RNA binding
LOC126314449	uncharacterized protein LOC126314449	F GO:0005515 protein binding
LOC126314444	DNA-directed RNA polymerase II subunit RPB1-like isoform X2	F GO:0003723 RNA binding
LOC126314441	ras guanine nucleotide exchange factor A-like isoform X1	F GO:0005085 guanyl-nucleotide exchange factor activity
LOC126314441	ras guanine nucleotide exchange factor A-like isoform X1	P GO:0007264 small GTPase-mediated signal transduction
LOC126314445	probable serine/threonine-protein kinase DDB_G0292354 isoform X1	F GO:0004672 protein kinase activity
LOC126314445	probable serine/threonine-protein kinase DDB_G0292354 isoform X1	F GO:0005524 ATP binding
LOC126314445	probable serine/threonine-protein kinase DDB_G0292354 isoform X1	P GO:0006468 protein phosphorylation
LOC126314440	uncharacterized protein LOC126314440	F GO:0005515 protein binding
LOC126314440	uncharacterized protein LOC126314440	F GO:0008270 zinc ion binding
LOC126314432	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1	F GO:0005524 ATP binding
LOC126314432	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1	F GO:0140658 ATP-dependent chromatin remodeler activity
LOC126314455	uncharacterized protein LOC126314455	C GO:0015935 small ribosomal subunit
LOC126314455	uncharacterized protein LOC126314455	F GO:0003723 RNA binding
LOC126314455	uncharacterized protein LOC126314455	F GO:0003735 structural constituent of ribosome
LOC126314455	uncharacterized protein LOC126314455	P GO:0006412 translation
LOC126314439	uncharacterized protein LOC126314439	C GO:0008250 oligosaccharyltransferase complex
LOC126314439	uncharacterized protein LOC126314439	P GO:0006487 protein N-linked glycosylation
LOC126314438	probable RNA-binding protein 19	F GO:0003723 RNA binding
LOC126314452	proteasome subunit beta type-7-like	C GO:0005839 proteasome core complex
LOC126314452	proteasome subunit beta type-7-like	F GO:0004298 threonine-type endopeptidase activity
LOC126314452	proteasome subunit beta type-7-like	P GO:0051603 proteolysis involved in protein catabolic process
LOC126314437	DNA ligase 1-like	F GO:0003677 DNA binding
LOC126314437	DNA ligase 1-like	F GO:0003910 DNA ligase (ATP) activity
LOC126314437	DNA ligase 1-like	F GO:0005524 ATP binding
LOC126314437	DNA ligase 1-like	P GO:0006281 DNA repair
LOC126314437	DNA ligase 1-like	P GO:0006310 DNA recombination
LOC126314437	DNA ligase 1-like	P GO:0071897 DNA biosynthetic process
LOC126314427	gem-associated protein 5-like	F GO:0005515 protein binding
LOC126314429	uncharacterized protein LOC126314429 isoform X1	F GO:0016887 ATP hydrolysis activity
LOC126314429	uncharacterized protein LOC126314429 isoform X1	F GO:0005524 ATP binding
LOC126314429	uncharacterized protein LOC126314429 isoform X1	C GO:0016020 membrane
LOC126314429	uncharacterized protein LOC126314429 isoform X1	P GO:0070588 calcium ion transmembrane transport
LOC126314429	uncharacterized protein LOC126314429 isoform X1	F GO:0005388 P-type calcium transporter activity
LOC126314456	60S ribosomal protein L9-like	C GO:0005840 ribosome
LOC126314456	60S ribosomal protein L9-like	F GO:0003735 structural constituent of ribosome
LOC126314456	60S ribosomal protein L9-like	F GO:0019843 rRNA binding
LOC126314456	60S ribosomal protein L9-like	P GO:0006412 translation
LOC126314414	WD repeat and HMG-box DNA-binding protein 1-like	F GO:0005515 protein binding
LOC126314419	uncharacterized protein LOC126314419	F GO:0046933 proton-transporting ATP synthase activity, rotational mechanism
LOC126314419	uncharacterized protein LOC126314419	P GO:0015986 proton motive force-driven ATP synthesis
LOC126314418	DNA repair protein RAD50-like	F GO:0016887 ATP hydrolysis activity
LOC126314418	DNA repair protein RAD50-like	P GO:0006302 double-strand break repair
LOC126314407	uncharacterized protein LOC126314407	P GO:0006506 GPI anchor biosynthetic process
LOC126314407	uncharacterized protein LOC126314407	C GO:0000506 glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex
LOC126314407	uncharacterized protein LOC126314407	F GO:0017176 phosphatidylinositol N-acetylglucosaminyltransferase activity
LOC126314412	signal recognition particle subunit SRP72-like	F GO:0005515 protein binding
LOC126314413	uncharacterized protein LOC126314413	F GO:0051011 microtubule minus-end binding
LOC126314408	uncharacterized protein LOC126314408	P GO:0005975 carbohydrate metabolic process
LOC126314472	farnesyl pyrophosphate synthase-like	P GO:0008299 isoprenoid biosynthetic process
LOC126314470	farnesyl pyrophosphate synthase-like	P GO:0008299 isoprenoid biosynthetic process
LOC126314466	farnesyl pyrophosphate synthase-like	P GO:0008299 isoprenoid biosynthetic process
LOC126315207	protein FAN	F GO:0016230 sphingomyelin phosphodiesterase activator activity
LOC126315207	protein FAN	P GO:0043065 positive regulation of apoptotic process
LOC126315213	mediator of RNA polymerase II transcription subunit 6-like	C GO:0016592 mediator complex
LOC126315213	mediator of RNA polymerase II transcription subunit 6-like	F GO:0003712 transcription coregulator activity
LOC126315213	mediator of RNA polymerase II transcription subunit 6-like	P GO:0006357 regulation of transcription by RNA polymerase II
LOC126315209	protein phosphatase 2A catalytic subunit B-like	F GO:0016787 hydrolase activity
LOC126315212	40S ribosomal protein S6-like	C GO:0005840 ribosome
LOC126315212	40S ribosomal protein S6-like	F GO:0003735 structural constituent of ribosome
LOC126315212	40S ribosomal protein S6-like	P GO:0006412 translation
LOC126315211	uncharacterized protein LOC126315211	P GO:0006508 proteolysis
LOC126315211	uncharacterized protein LOC126315211	F GO:0004222 metalloendopeptidase activity
LOC126315401	uncharacterized protein LOC126315401	F GO:0003677 DNA binding
LOC126315227	ribosomal protein L5	C GO:0005737 cytoplasm
LOC126315227	ribosomal protein L5	C GO:0005840 ribosome
LOC126315227	ribosomal protein L5	C GO:0043231 intracellular membrane-bounded organelle
LOC126315227	ribosomal protein L5	C GO:1990904 ribonucleoprotein complex
LOC126315276	flap endonuclease 1-like isoform X1	F GO:0004518 nuclease activity
LOC126315277	E3 SUMO-protein ligase NSE2-like	F GO:0008270 zinc ion binding
LOC126315282	T-complex protein 1 subunit delta-like	F GO:0005524 ATP binding
LOC126315282	T-complex protein 1 subunit delta-like	F GO:0016887 ATP hydrolysis activity
LOC126315282	T-complex protein 1 subunit delta-like	F GO:0051082 unfolded protein binding
LOC126315282	T-complex protein 1 subunit delta-like	F GO:0140662 ATP-dependent protein folding chaperone
LOC126315282	T-complex protein 1 subunit delta-like	P GO:0006457 protein folding
LOC126315281	luminal-binding protein 2-like	F GO:0005524 ATP binding
LOC126315281	luminal-binding protein 2-like	F GO:0140662 ATP-dependent protein folding chaperone
LOC126315257	putative ankyrin repeat protein RF_0381	F GO:0004672 protein kinase activity
LOC126315257	putative ankyrin repeat protein RF_0381	F GO:0005515 protein binding
LOC126315257	putative ankyrin repeat protein RF_0381	F GO:0005524 ATP binding
LOC126315257	putative ankyrin repeat protein RF_0381	P GO:0006468 protein phosphorylation
LOC126315402	SREBP regulating gene protein-like	P GO:2000640 positive regulation of SREBP signaling pathway
LOC126315397	uncharacterized protein LOC126315397	F GO:0008962 phosphatidylglycerophosphatase activity
LOC126315223	ras-related C3 botulinum toxin substrate 1-like	F GO:0003924 GTPase activity
LOC126315223	ras-related C3 botulinum toxin substrate 1-like	F GO:0005525 GTP binding
LOC126315266	60 kDa heat shock protein, mitochondrial-like	F GO:0005524 ATP binding
LOC126315266	60 kDa heat shock protein, mitochondrial-like	F GO:0140662 ATP-dependent protein folding chaperone
LOC126315266	60 kDa heat shock protein, mitochondrial-like	P GO:0042026 protein refolding
LOC126315267	uncharacterized protein LOC126315267	F GO:0005525 GTP binding
LOC126315267	uncharacterized protein LOC126315267	P GO:0007020 microtubule nucleation
LOC126315267	uncharacterized protein LOC126315267	C GO:0000930 gamma-tubulin complex
LOC126315267	uncharacterized protein LOC126315267	P GO:0031122 cytoplasmic microtubule organization
LOC126315267	uncharacterized protein LOC126315267	C GO:0005874 microtubule
LOC126315268	methylthioribose-1-phosphate isomerase-like	P GO:0044249 cellular biosynthetic process
LOC126315271	2-oxoglutarate dehydrogenase, mitochondrial-like	F GO:0016624 oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor
LOC126315271	2-oxoglutarate dehydrogenase, mitochondrial-like	F GO:0030976 thiamine pyrophosphate binding
LOC126315278	leucine-rich repeat-containing protein 40-like	F GO:0005515 protein binding
LOC126315304	ras-specific guanine nucleotide-releasing factor 1-like	F GO:0005085 guanyl-nucleotide exchange factor activity
LOC126315253	twinkle mtDNA helicase-like	F GO:0003677 DNA binding
LOC126315253	twinkle mtDNA helicase-like	F GO:0003678 DNA helicase activity
LOC126315253	twinkle mtDNA helicase-like	F GO:0005524 ATP binding
LOC126315253	twinkle mtDNA helicase-like	F GO:0008270 zinc ion binding
LOC126315253	twinkle mtDNA helicase-like	P GO:0006260 DNA replication
LOC126315254	eukaryotic translation initiation factor 3 subunit J-B-like	F GO:0003743 translation initiation factor activity
LOC126315254	eukaryotic translation initiation factor 3 subunit J-B-like	C GO:0005852 eukaryotic translation initiation factor 3 complex
LOC126315351	DDB1- and CUL4-associated factor 12-like	F GO:0005515 protein binding
LOC126315249	uncharacterized protein LOC126315249	F GO:0005515 protein binding
LOC126315241	protease 4-like	C GO:0016020 membrane
LOC126315241	protease 4-like	P GO:0006465 signal peptide processing
LOC126315241	protease 4-like	F GO:0008233 peptidase activity
LOC126315226	tRNA-specific 2-thiouridylase MnmA-like	P GO:0008033 tRNA processing
LOC126315226	tRNA-specific 2-thiouridylase MnmA-like	F GO:0016783 sulfurtransferase activity
LOC126315424	uncharacterized protein LOC126315424	F GO:0005515 protein binding
LOC126315309	folic acid synthesis protein FOL1-like isoform X1	P GO:0009396 folic acid-containing compound biosynthetic process
LOC126315309	folic acid synthesis protein FOL1-like isoform X1	F GO:0003848 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity
LOC126315309	folic acid synthesis protein FOL1-like isoform X1	F GO:0004156 dihydropteroate synthase activity
LOC126315310	DCN1-like protein 2	F GO:0005515 protein binding
LOC126315306	putative pre-mRNA-splicing factor ATP-dependent RNA helicase PRP1	F GO:0003676 nucleic acid binding
LOC126315306	putative pre-mRNA-splicing factor ATP-dependent RNA helicase PRP1	F GO:0005524 ATP binding
LOC126315308	polyubiquitin-C isoform X1	F GO:0005515 protein binding
LOC126315385	mediator of RNA polymerase II transcription subunit 21-like	C GO:0016592 mediator complex
LOC126315453	uncharacterized protein LOC126315453	F GO:0016765 transferase activity, transferring alkyl or aryl (other than methyl) groups
LOC126315408	uncharacterized protein LOC126315408	F GO:0004821 histidine-tRNA ligase activity
LOC126315408	uncharacterized protein LOC126315408	F GO:0005524 ATP binding
LOC126315408	uncharacterized protein LOC126315408	P GO:0006427 histidyl-tRNA aminoacylation
LOC126315248	uncharacterized protein LOC126315248	C GO:0045261 proton-transporting ATP synthase complex, catalytic core F(1)
LOC126315248	uncharacterized protein LOC126315248	F GO:0046933 proton-transporting ATP synthase activity, rotational mechanism
LOC126315248	uncharacterized protein LOC126315248	P GO:0015986 proton motive force-driven ATP synthesis
LOC126315235	uncharacterized protein LOC126315235 isoform X1	C GO:0030127 COPII vesicle coat
LOC126315235	uncharacterized protein LOC126315235 isoform X1	F GO:0008270 zinc ion binding
LOC126315235	uncharacterized protein LOC126315235 isoform X1	P GO:0006886 intracellular protein transport
LOC126315235	uncharacterized protein LOC126315235 isoform X1	P GO:0006888 endoplasmic reticulum to Golgi vesicle-mediated transport
LOC126315366	isopentenyl-diphosphate Delta-isomerase 1-like	F GO:0004452 isopentenyl-diphosphate delta-isomerase activity
LOC126315366	isopentenyl-diphosphate Delta-isomerase 1-like	P GO:0008299 isoprenoid biosynthetic process
LOC126315341	uncharacterized protein LOC126315341	F GO:0004332 fructose-bisphosphate aldolase activity
LOC126315341	uncharacterized protein LOC126315341	P GO:0006096 glycolytic process
LOC126315344	SAP30-binding protein	P GO:0006355 regulation of DNA-templated transcription
LOC126315343	mitochondrial substrate carrier family protein W-like	C GO:0016020 membrane
LOC126315343	mitochondrial substrate carrier family protein W-like	P GO:0006862 nucleotide transport
LOC126315343	mitochondrial substrate carrier family protein W-like	P GO:0055085 transmembrane transport
LOC126315340	ubiquitin carboxyl-terminal hydrolase 14-like	F GO:0004843 cysteine-type deubiquitinase activity
LOC126315340	ubiquitin carboxyl-terminal hydrolase 14-like	P GO:0016579 protein deubiquitination
LOC126315345	uncharacterized protein LOC126315345	C GO:0005737 cytoplasm
LOC126315345	uncharacterized protein LOC126315345	F GO:0005515 protein binding
LOC126315345	uncharacterized protein LOC126315345	P GO:0007165 signal transduction
LOC126315409	ATPase family protein 2 homolog	F GO:0005524 ATP binding
LOC126315409	ATPase family protein 2 homolog	F GO:0016887 ATP hydrolysis activity
LOC126315303	uridine phosphorylase-like	F GO:0003824 catalytic activity
LOC126315303	uridine phosphorylase-like	P GO:0009116 nucleoside metabolic process
LOC126315380	uncharacterized protein LOC126315380	P GO:0001522 pseudouridine synthesis
LOC126315380	uncharacterized protein LOC126315380	F GO:0003723 RNA binding
LOC126315380	uncharacterized protein LOC126315380	P GO:0006396 RNA processing
LOC126315380	uncharacterized protein LOC126315380	F GO:0009982 pseudouridine synthase activity
LOC126315379	ankyrin-1-like isoform X1	F GO:0005515 protein binding
LOC126315377	centriolin-like	F GO:0005515 protein binding
LOC126315410	queuine tRNA-ribosyltransferase catalytic subunit 1-like	P GO:0101030 tRNA-guanine transglycosylation
LOC126315410	queuine tRNA-ribosyltransferase catalytic subunit 1-like	F GO:0008479 tRNA-guanosine(34) queuine transglycosylase activity
LOC126315289	LIM domain kinase 2-like	F GO:0004672 protein kinase activity
LOC126315289	LIM domain kinase 2-like	F GO:0005524 ATP binding
LOC126315289	LIM domain kinase 2-like	P GO:0006468 protein phosphorylation
LOC126315288	stress-activated protein kinase alpha-like	F GO:0004672 protein kinase activity
LOC126315288	stress-activated protein kinase alpha-like	F GO:0005515 protein binding
