Sequence Name	Sequence Description	GO in Extended Format (GO Category GO ID GO Term)
LOC124720130	ankyrin-3-like isoform X1	F GO:0005515 protein binding
LOC124719995	uncharacterized protein LOC124719995 isoform X1	F GO:0005515 protein binding
LOC124719771	ankyrin repeat and protein kinase domain-containing protein 1-like	F GO:0005515 protein binding
LOC124719773	poly [ADP-ribose] polymerase tankyrase-1-like	F GO:0005515 protein binding
LOC124719774	ankyrin repeat domain-containing protein 6-like	F GO:0005515 protein binding
LOC124719775	ankyrin repeat and protein kinase domain-containing protein 1-like	F GO:0005515 protein binding
LOC124719778	adenylate cyclase type 5-like	P GO:0006171 cAMP biosynthetic process
LOC124719778	adenylate cyclase type 5-like	P GO:0035556 intracellular signal transduction
LOC124719778	adenylate cyclase type 5-like	C GO:0005886 plasma membrane
LOC124719778	adenylate cyclase type 5-like	F GO:0004016 adenylate cyclase activity
LOC124719782	uncharacterized protein LOC124719782	F GO:0008270 zinc ion binding
LOC124719784	uncharacterized protein LOC124719784	F GO:0003676 nucleic acid binding
LOC124719784	uncharacterized protein LOC124719784	F GO:0008270 zinc ion binding
LOC124719789	uncharacterized protein LOC124719789	F GO:0003676 nucleic acid binding
LOC124719789	uncharacterized protein LOC124719789	F GO:0008270 zinc ion binding
LOC124720007	serine/threonine-protein kinase Pink1, mitochondrial	F GO:0004672 protein kinase activity
LOC124720007	serine/threonine-protein kinase Pink1, mitochondrial	F GO:0005524 ATP binding
LOC124720007	serine/threonine-protein kinase Pink1, mitochondrial	P GO:0006468 protein phosphorylation
LOC124720299	speckle-type POZ protein-like	F GO:0005515 protein binding
LOC124720248	speckle-type POZ protein-like	F GO:0005515 protein binding
LOC124720147	sorting nexin-13-like isoform X1	F GO:0035091 phosphatidylinositol binding
LOC124719791	ankyrin repeat domain-containing protein 1-like	F GO:0005515 protein binding
LOC124719793	plasma membrane calcium-transporting ATPase 2-like	F GO:0016887 ATP hydrolysis activity
LOC124719793	plasma membrane calcium-transporting ATPase 2-like	F GO:0005524 ATP binding
LOC124719793	plasma membrane calcium-transporting ATPase 2-like	C GO:0016020 membrane
LOC124719793	plasma membrane calcium-transporting ATPase 2-like	P GO:0070588 calcium ion transmembrane transport
LOC124719793	plasma membrane calcium-transporting ATPase 2-like	F GO:0005388 P-type calcium transporter activity
LOC124719798	uncharacterized protein LOC124719798	F GO:0005515 protein binding
LOC124720018	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	C GO:0005634 nucleus
LOC124720018	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	F GO:0004721 phosphoprotein phosphatase activity
LOC124720018	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	P GO:0006397 mRNA processing
LOC124720519	transcription initiation factor TFIID subunit 10-like isoform X1	C GO:0005634 nucleus
LOC124720519	transcription initiation factor TFIID subunit 10-like isoform X1	P GO:0006352 DNA-templated transcription initiation
LOC124720061	phosphatidylinositol N-acetylglucosaminyltransferase subunit A	C GO:0000506 glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex
LOC124720061	phosphatidylinositol N-acetylglucosaminyltransferase subunit A	F GO:0017176 phosphatidylinositol N-acetylglucosaminyltransferase activity
LOC124720061	phosphatidylinositol N-acetylglucosaminyltransferase subunit A	P GO:0006506 GPI anchor biosynthetic process
LOC124719963	E3 ubiquitin-protein ligase MIB2	F GO:0004842 ubiquitin-protein transferase activity
LOC124719963	E3 ubiquitin-protein ligase MIB2	F GO:0008270 zinc ion binding
LOC124719963	E3 ubiquitin-protein ligase MIB2	F GO:0005515 protein binding
LOC124719963	E3 ubiquitin-protein ligase MIB2	P GO:0016567 protein ubiquitination
LOC124720428	ankyrin repeat domain-containing protein 1-like	F GO:0005515 protein binding
LOC124719993	26S proteasome non-ATPase regulatory subunit 10-like	F GO:0005515 protein binding
LOC124720125	TD and POZ domain-containing protein 1-like	F GO:0005515 protein binding
LOC124720068	BTB/POZ and MATH domain-containing protein 3-like	F GO:0005515 protein binding
LOC124720038	ankyrin repeat domain-containing protein 65-like	F GO:0005515 protein binding
LOC124720010	uncharacterized protein LOC126427239 isoform X2	F GO:0005515 protein binding
LOC124719805	speckle-type POZ protein-like	F GO:0005515 protein binding
LOC124719970	ankyrin-3-like	F GO:0005515 protein binding
LOC124719979	uncharacterized protein LOC126427239 isoform X2	F GO:0005515 protein binding
LOC124719813	ankyrin repeat and SAM domain-containing protein 6-like isoform X2	F GO:0005515 protein binding
LOC124719814	ankyrin-3-like	F GO:0005515 protein binding
LOC124720370	BTB/POZ and MATH domain-containing protein 3-like	F GO:0005515 protein binding
LOC124719816	poly [ADP-ribose] polymerase tankyrase-1-like	F GO:0005515 protein binding
LOC124719819	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like	F GO:0005515 protein binding
LOC124719820	uncharacterized protein LOC124719820	F GO:0003824 catalytic activity
LOC124720395	coatomer subunit beta'	C GO:0030117 membrane coat
LOC124720395	coatomer subunit beta'	F GO:0005198 structural molecule activity
LOC124720395	coatomer subunit beta'	F GO:0005515 protein binding
LOC124720395	coatomer subunit beta'	P GO:0006886 intracellular protein transport
LOC124720395	coatomer subunit beta'	P GO:0016192 vesicle-mediated transport
LOC124720301	39S ribosomal protein L47, mitochondrial	C GO:0005761 mitochondrial ribosome
LOC124720301	39S ribosomal protein L47, mitochondrial	F GO:0003735 structural constituent of ribosome
LOC124720301	39S ribosomal protein L47, mitochondrial	P GO:0006412 translation
LOC124719960	ADP-ribosylation factor-like protein 5B	F GO:0003924 GTPase activity
LOC124719960	ADP-ribosylation factor-like protein 5B	F GO:0005525 GTP binding
LOC124719821	LOW QUALITY PROTEIN: zinc finger CCCH domain-containing protein 10-like	F GO:0046872 metal ion binding
LOC124719942	protein SCO1 homolog, mitochondrial	C GO:0005743 mitochondrial inner membrane
LOC124719942	protein SCO1 homolog, mitochondrial	F GO:0005507 copper ion binding
LOC124719942	protein SCO1 homolog, mitochondrial	F GO:0016531 copper chaperone activity
LOC124719942	protein SCO1 homolog, mitochondrial	P GO:0006878 intracellular copper ion homeostasis
LOC124719942	protein SCO1 homolog, mitochondrial	P GO:0008535 respiratory chain complex IV assembly
LOC124719822	methylenetetrahydrofolate reductase	F GO:0004489 methylenetetrahydrofolate reductase (NAD(P)H) activity
LOC124719822	methylenetetrahydrofolate reductase	P GO:0006555 methionine metabolic process
LOC124720460	unnamed protein product	F GO:0003924 GTPase activity
LOC124720460	unnamed protein product	F GO:0005525 GTP binding
LOC124720496	RNA-binding protein 45 isoform X2	F GO:0003723 RNA binding
LOC124720495	glycine--tRNA ligase	F GO:0004820 glycine-tRNA ligase activity
LOC124720495	glycine--tRNA ligase	F GO:0005524 ATP binding
LOC124720495	glycine--tRNA ligase	P GO:0006426 glycyl-tRNA aminoacylation
LOC124720495	glycine--tRNA ligase	C GO:0005737 cytoplasm
LOC124719824	sugar transporter SWEET1-like	C GO:0016020 membrane
LOC124720110	large subunit GTPase 1 homolog isoform X2	F GO:0005525 GTP binding
LOC124720111	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	C GO:0005739 mitochondrion
LOC124720371	unnamed protein product	F GO:0046912 acyltransferase activity, acyl groups converted into alkyl on transfer
LOC124720340	secernin-2	F GO:0016805 dipeptidase activity
LOC124720340	secernin-2	F GO:0070004 cysteine-type exopeptidase activity
LOC124720340	secernin-2	P GO:0006508 proteolysis
LOC124719826	uncharacterized protein LOC124719826	F GO:0046983 protein dimerization activity
LOC124719828	uncharacterized protein LOC124719828	F GO:0003676 nucleic acid binding
LOC124719828	uncharacterized protein LOC124719828	P GO:0015074 DNA integration
LOC124719927	poly [ADP-ribose] polymerase tankyrase-2-like	F GO:0005515 protein binding
LOC124720156	uncharacterized protein LOC124720156	F GO:0005515 protein binding
LOC124719831	ankyrin repeat domain-containing protein 2-like	F GO:0005515 protein binding
LOC124719832	CARD- and ANK-domain containing inflammasome adapter protein-like	F GO:0005515 protein binding
LOC124719834	poly [ADP-ribose] polymerase tankyrase-1-like	F GO:0005515 protein binding
LOC124719898	neprilysin-2-like isoform X1	F GO:0004222 metalloendopeptidase activity
LOC124719898	neprilysin-2-like isoform X1	P GO:0006508 proteolysis
LOC124720400	ankyrin repeat domain-containing protein 65-like	F GO:0005515 protein binding
LOC124719837	speckle-type POZ protein-like	F GO:0005515 protein binding
LOC124720528	protein phosphatase 1 regulatory subunit 27-like	F GO:0005515 protein binding
LOC124719847	ankyrin repeat domain-containing protein 65-like	F GO:0005515 protein binding
LOC124719848	ankyrin repeat domain-containing protein 65-like	F GO:0005515 protein binding
LOC124719850	ankyrin-3-like	F GO:0005515 protein binding
LOC124719891	speckle-type POZ protein-like	F GO:0005515 protein binding
LOC124719851	ankyrin repeat domain-containing protein 65-like	F GO:0005515 protein binding
LOC124719854	ankyrin repeat and protein kinase domain-containing protein 1-like	F GO:0005515 protein binding
LOC124719855	uncharacterized protein LOC124719855	F GO:0003676 nucleic acid binding
LOC124719855	uncharacterized protein LOC124719855	P GO:0015074 DNA integration
LOC124719856	ankyrin repeat domain-containing protein 65-like	F GO:0005515 protein binding
LOC124720088	uncharacterized protein LOC126101533	F GO:0005515 protein binding
LOC124719861	chromatin modification-related protein eaf-1-like	C GO:0005634 nucleus
LOC124719861	chromatin modification-related protein eaf-1-like	F GO:0005515 protein binding
LOC124719861	chromatin modification-related protein eaf-1-like	F GO:0008270 zinc ion binding
LOC124720483	eukaryotic translation initiation factor 2 subunit 3	F GO:0000049 tRNA binding
LOC124720483	eukaryotic translation initiation factor 2 subunit 3	F GO:0003924 GTPase activity
LOC124720483	eukaryotic translation initiation factor 2 subunit 3	F GO:0005525 GTP binding
LOC124720029	autophagy-related protein 9A-like	P GO:0006914 autophagy
LOC124720014	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	C GO:0005747 obsolete mitochondrial respiratory chain complex I
LOC124720014	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	P GO:0006120 mitochondrial electron transport, NADH to ubiquinone
LOC124720378	histone-lysine N-methyltransferase eggless-like	C GO:0005634 nucleus
LOC124720378	histone-lysine N-methyltransferase eggless-like	F GO:0003677 DNA binding
LOC124720378	histone-lysine N-methyltransferase eggless-like	F GO:0005515 protein binding
LOC124720378	histone-lysine N-methyltransferase eggless-like	F GO:0008270 zinc ion binding
LOC124720378	histone-lysine N-methyltransferase eggless-like	F GO:0042054 histone methyltransferase activity
LOC124720307	speckle-type POZ protein-like	F GO:0005515 protein binding
LOC124719862	ankyrin repeat and protein kinase domain-containing protein 1-like	F GO:0005515 protein binding
LOC124719863	26S proteasome non-ATPase regulatory subunit 10-like	F GO:0005515 protein binding
LOC124720288	ankyrin-1-like	F GO:0005515 protein binding
LOC124719865	poly [ADP-ribose] polymerase tankyrase-1-like	F GO:0005515 protein binding
LOC124720231	poly [ADP-ribose] polymerase tankyrase-1-like	F GO:0005515 protein binding
LOC124719869	poly [ADP-ribose] polymerase tankyrase-1-like	F GO:0005515 protein binding
LOC124720488	protein roadkill-like	F GO:0005515 protein binding
LOC124720417	speckle-type POZ protein-like isoform X2	F GO:0005515 protein binding
LOC124719873	GA-binding protein subunit beta-2-like	F GO:0005515 protein binding
LOC124719875	putative ankyrin-containing lipoprotein Lxx09580	F GO:0005515 protein binding
LOC124719877	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like	F GO:0005515 protein binding
LOC124719879	poly [ADP-ribose] polymerase tankyrase-1-like	F GO:0005515 protein binding
LOC124720233	poly [ADP-ribose] polymerase tankyrase-1-like isoform X1	F GO:0005515 protein binding
LOC124719884	ankyrin repeat domain-containing protein 1-like	F GO:0005515 protein binding
LOC124719886	poly [ADP-ribose] polymerase tankyrase-1-like	F GO:0005515 protein binding
LOC124719930	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A-like	F GO:0005515 protein binding
LOC124719931	uncharacterized protein LOC124719931	F GO:0005515 protein binding
LOC124723123	leucine-rich repeat protein 1-like isoform X1	F GO:0005515 protein binding
LOC124721371	src substrate cortactin	F GO:0005515 protein binding
LOC124721923	protein-associating with the carboxyl-terminal domain of ezrin	F GO:0004672 protein kinase activity
LOC124721923	protein-associating with the carboxyl-terminal domain of ezrin	F GO:0005524 ATP binding
LOC124721923	protein-associating with the carboxyl-terminal domain of ezrin	P GO:0006468 protein phosphorylation
LOC124721291	arrestin homolog	P GO:0007165 signal transduction
LOC124721805	organic cation transporter protein-like	F GO:0022857 transmembrane transporter activity
LOC124721805	organic cation transporter protein-like	P GO:0055085 transmembrane transport
LOC124723228	probable chitinase 2	P GO:0005975 carbohydrate metabolic process
LOC124721707	ceramide kinase	F GO:0016301 kinase activity
LOC124721519	ER degradation-enhancing alpha-mannosidase-like protein 1 isoform X1	C GO:0016020 membrane
LOC124721519	ER degradation-enhancing alpha-mannosidase-like protein 1 isoform X1	F GO:0004571 mannosyl-oligosaccharide 1,2-alpha-mannosidase activity
LOC124721519	ER degradation-enhancing alpha-mannosidase-like protein 1 isoform X1	F GO:0005509 calcium ion binding
LOC124721519	ER degradation-enhancing alpha-mannosidase-like protein 1 isoform X1	P GO:0005975 carbohydrate metabolic process
LOC124721929	beta-1,4-N-acetylgalactosaminyltransferase bre-4-like	F GO:0016757 glycosyltransferase activity
LOC124721929	beta-1,4-N-acetylgalactosaminyltransferase bre-4-like	P GO:0005975 carbohydrate metabolic process
LOC124722148	heart- and neural crest derivatives-expressed protein 1-like	F GO:0046983 protein dimerization activity
LOC124721812	prefoldin subunit 2-like	C GO:0016272 prefoldin complex
LOC124721812	prefoldin subunit 2-like	F GO:0051082 unfolded protein binding
LOC124721812	prefoldin subunit 2-like	P GO:0006457 protein folding
LOC124722149	homeobox protein SIX6-like, partial	F GO:0003677 DNA binding
LOC124723124	epoxide hydrolase 4-like isoform X1	F GO:0003824 catalytic activity
LOC124721452	uncharacterized protein LOC111865547 isoform X1	F GO:0022857 transmembrane transporter activity
