"gene_id","Preferred_name","Description","PFAMs","theme","term_group","matched_pattern"
"LOC126334780","-","Knottins","Defensin_2","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126335937","-","Knottins","Defensin_2","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126336322","-","Knottins","Defensin_2","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126336325","-","Knottins","Defensin_2","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126335167","-","Belongs to the serpin family","Serpin","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126335402","-","Belongs to the serpin family","-","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126335403","-","Belongs to the serpin family","-","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126335404","-","Belongs to the serpin family","-","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126335405","-","Belongs to the serpin family","-","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126336076","-","Belongs to the serpin family","-","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126335462","-","SERine  Proteinase INhibitors","Serpin","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126335463","-","Belongs to the serpin family","-","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126335464","-","Belongs to the serpin family","-","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126335466","-","Belongs to the serpin family","-","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126335465","-","Belongs to the serpin family","-","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126335467","-","Belongs to the serpin family","-","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126335468","-","Belongs to the serpin family","-","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126335469","-","Belongs to the serpin family","-","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126336078","-","Belongs to the serpin family","-","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126335472","-","Belongs to the serpin family","-","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126335471","-","Belongs to the serpin family","-","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126335470","-","Belongs to the serpin family","-","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126335544","-","Belongs to the serpin family","Serpin","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126335545","-","Belongs to the serpin family","Serpin","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126335546","-","Belongs to the serpin family","Serpin","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126335547","-","Belongs to the serpin family","Serpin","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126268068","PGRPLA","Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme.","Amidase_2","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126267061","PGRPLA","Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme.","Amidase_2","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126267215","PGRPLA","Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme.","Amidase_2","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126267216","PGRPLA","Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme.","Amidase_2","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126267217","PGRPLA","Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme.","Amidase_2","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126267162","PGRPLC","Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme.","Amidase_2","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126267876","LYSC6","C-Type Lysozyme (multi-lysozyme domain protein)","Lys","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126365918","PGRPLA","Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme.","Amidase_2","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126271975","-","Alpha-lactalbumin / lysozyme C","Lys","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126272362","-","C-Type Lysozyme","Lys","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126284352","psidin","Non-catalytic subunit of the NatB complex which catalyzes acetylation of the N-terminal methionine residues of proteins beginning with Met-Asp or Met-Glu (By similarity). Has 2 roles in the larval immune response required both for the phagocytic degradation of internalized bacteria and for the induction of Defensin in the fat body. Within the phagocytic blood cells, has a role in detection of infection and activation of the humoral immune response","NARP1,NatB_MDM20","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126285462","-","Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme.","Amidase_2","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126295353","Bursb","Final heterodimeric neurohormone released at the end of the molting cycle, involved in the sclerotization (tanning) of the insect cuticle, melanization and wing spreading","-","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126298901","SRPN12","Belongs to the serpin family","Serpin","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126299187","-","Serpin (serine protease inhibitor)","Serpin","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126299287","-","SERine  Proteinase INhibitors","Serpin","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126299286","-","Belongs to the serpin family","Serpin","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126297995","-","SERine  Proteinase INhibitors","Serpin","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126333298","-","Animal haem peroxidase","An_peroxidase","Immune and stress response","Stress/detoxification","heat shock|glutathione|peroxidase|cytochrome p450|detoxification|oxidative stress|reactive oxygen|autophagy|thioester"
"LOC126346926","-","It is involved in the biological process described with regulation of response to reactive oxygen species","PA26","Immune and stress response","Stress/detoxification","heat shock|glutathione|peroxidase|cytochrome p450|detoxification|oxidative stress|reactive oxygen|autophagy|thioester"
"LOC126347270","-","E3 ubiquitin-protein ligase that mediates ubiquitination and subsequent proteasomal degradation of target proteins. E3 ubiquitin ligases accept ubiquitin from an E2 ubiquitin- conjugating enzyme in the form of a thioester and then directly transfers the ubiquitin to targeted substrates","-","Immune and stress response","Stress/detoxification","heat shock|glutathione|peroxidase|cytochrome p450|detoxification|oxidative stress|reactive oxygen|autophagy|thioester"
"LOC126352401","-","Belongs to the glutathione peroxidase family","GSHPx","Immune and stress response","Stress/detoxification","heat shock|glutathione|peroxidase|cytochrome p450|detoxification|oxidative stress|reactive oxygen|autophagy|thioester"
"LOC126352417","-","Belongs to the glutathione peroxidase family","GSHPx","Immune and stress response","Stress/detoxification","heat shock|glutathione|peroxidase|cytochrome p450|detoxification|oxidative stress|reactive oxygen|autophagy|thioester"
"LOC126353281","-","cytochrome p450","p450","Immune and stress response","Stress/detoxification","heat shock|glutathione|peroxidase|cytochrome p450|detoxification|oxidative stress|reactive oxygen|autophagy|thioester"
"LOC126353995","HPX5","Animal haem peroxidase","An_peroxidase","Immune and stress response","Stress/detoxification","heat shock|glutathione|peroxidase|cytochrome p450|detoxification|oxidative stress|reactive oxygen|autophagy|thioester"
"LOC126354003","HPX5","Animal haem peroxidase","An_peroxidase","Immune and stress response","Stress/detoxification","heat shock|glutathione|peroxidase|cytochrome p450|detoxification|oxidative stress|reactive oxygen|autophagy|thioester"
"LOC126355825","-","Animal haem peroxidase","An_peroxidase","Immune and stress response","Stress/detoxification","heat shock|glutathione|peroxidase|cytochrome p450|detoxification|oxidative stress|reactive oxygen|autophagy|thioester"
"LOC126356037","-","Heat shock protein","HSP70","Immune and stress response","Stress/detoxification","heat shock|glutathione|peroxidase|cytochrome p450|detoxification|oxidative stress|reactive oxygen|autophagy|thioester"
"LOC126266662","-","Heat shock 70 kDa protein cognate 2-like","HSP70","Immune and stress response","Stress/detoxification","heat shock|glutathione|peroxidase|cytochrome p450|detoxification|oxidative stress|reactive oxygen|autophagy|thioester"
"LOC126267564","CYP15A1","cytochrome p450","p450","Immune and stress response","Stress/detoxification","heat shock|glutathione|peroxidase|cytochrome p450|detoxification|oxidative stress|reactive oxygen|autophagy|thioester"
"LOC126269481","-","Animal haem peroxidase","An_peroxidase","Immune and stress response","Stress/detoxification","heat shock|glutathione|peroxidase|cytochrome p450|detoxification|oxidative stress|reactive oxygen|autophagy|thioester"
"LOC126305734","GstO2","Glutathione transferase activity. It is involved in the biological process described with metabolic process","GST_C_2,GST_N_3","Immune and stress response","Stress/detoxification","heat shock|glutathione|peroxidase|cytochrome p450|detoxification|oxidative stress|reactive oxygen|autophagy|thioester"
"LOC126269667","GstO2","Glutathione transferase activity. It is involved in the biological process described with metabolic process","GST_C_2,GST_N_3","Immune and stress response","Stress/detoxification","heat shock|glutathione|peroxidase|cytochrome p450|detoxification|oxidative stress|reactive oxygen|autophagy|thioester"
"LOC126269683","GSTO1","Glutathione transferase activity. It is involved in the biological process described with metabolic process","GST_C_2,GST_N_3","Immune and stress response","Stress/detoxification","heat shock|glutathione|peroxidase|cytochrome p450|detoxification|oxidative stress|reactive oxygen|autophagy|thioester"
