"gene_id","n_deg_contrasts","has_infection_deg","comparison_types","comparisons","directions","max_abs_log2FC","min_padj","deg_priority_score","Preferred_name","Description","GOs","KEGG_ko","KEGG_Pathway","PFAMs","n_phase_tissues","phase_tissues","phase_directions","phase_mean_log2FC","phase_max_abs_log2FC","head_phase_log2FC","thorax_phase_log2FC","head_phase_padj","thorax_phase_padj","phase_consensus","phase_class"
"LOC126336858",1,TRUE,"Infection within diet","Diet 33: infected vs control","Downregulated",2.26315838758647,0.0365661872440198,18.700078708769,"ato","helix loop helix domain","GO:0000003,GO:0000187,GO:0000278,GO:0001654,GO:0001708,GO:0001709,GO:0001742,GO:0001745,GO:0001746,GO:0001748,GO:0001751,GO:0001752,GO:0001754,GO:0001932,GO:0001934,GO:0002009,GO:0002165,GO:0003002,GO:0003008,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0006357,GO:0007049,GO:0007154,GO:0007165,GO:0007166,GO:0007167,GO:0007169,GO:0007173,GO:0007224,GO:0007275,GO:0007389,GO:0007399,GO:0007417,GO:0007420,GO:0007422,GO:0007423,GO:0007438,GO:0007444,GO:0007455,GO:0007460,GO:0007469,GO:0007552,GO:0007560,GO:0007600,GO:0007605,GO:0007610,GO:0007617,GO:0007618,GO:0007619,GO:0008037,GO:0008038,GO:0008049,GO:0008052,GO:0008150,GO:0009653,GO:0009791,GO:0009886,GO:0009887,GO:0009888,GO:0009889,GO:0009891,GO:0009893,GO:0009966,GO:0009967,GO:0009987,GO:0010160,GO:0010468,GO:0010556,GO:0010557,GO:0010562,GO:0010604,GO:0010628,GO:0010646,GO:0010647,GO:0016330,GO:0016360,GO:0016545,GO:0019098,GO:0019219,GO:0019220,GO:0019222,GO:0019953,GO:0022008,GO:0022414,GO:0023051,GO:0023052,GO:0023056,GO:0030154,GO:0030182,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031399,GO:0031401,GO:0032147,GO:0032268,GO:0032270,GO:0032501,GO:0032502,GO:0032504,GO:0033674,GO:0035107,GO:0035114,GO:0035214,GO:0035239,GO:0035295,GO:0038127,GO:0042325,GO:0042327,GO:0042706,GO:0043085,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043405,GO:0043406,GO:0043408,GO:0043410,GO:0043549,GO:0043704,GO:0044093,GO:0044424,GO:0044464,GO:0044703,GO:0045165,GO:0045433,GO:0045464,GO:0045465,GO:0045859,GO:0045860,GO:0045893,GO:0045935,GO:0045937,GO:0045944,GO:0046530,GO:0046552,GO:0046982,GO:0046983,GO:0048065,GO:0048098,GO:0048468,GO:0048513,GO:0048518,GO:0048522,GO:0048563,GO:0048569,GO:0048583,GO:0048584,GO:0048592,GO:0048609,GO:0048645,GO:0048646,GO:0048663,GO:0048665,GO:0048666,GO:0048699,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048749,GO:0048800,GO:0048801,GO:0048856,GO:0048859,GO:0048869,GO:0050789,GO:0050790,GO:0050794,GO:0050877,GO:0050896,GO:0050954,GO:0051171,GO:0051173,GO:0051174,GO:0051246,GO:0051247,GO:0051252,GO:0051254,GO:0051338,GO:0051347,GO:0051704,GO:0051716,GO:0055034,GO:0060179,GO:0060255,GO:0060322,GO:0060429,GO:0060562,GO:0060581,GO:0060582,GO:0065007,GO:0065009,GO:0071900,GO:0071902,GO:0080090,GO:0090596,GO:1902531,GO:1902533,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141","ko:K09083",NA,"HLH",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126356371",1,TRUE,"Infection within diet","Diet 83: infected vs control","Downregulated",1.22256125029033,0.0366373494813199,17.6586372030695,"unannotated","activity. It is involved in the biological process described with",NA,"ko:K00665","ko00061,ko01100,ko01212,ko04152,ko04910,map00061,map01100,map01212,map04152,map04910","ADH_zinc_N,Acyl_transf_1,KAsynt_C_assoc,KR,Ketoacyl-synt_C,PP-binding,PS-DH,Thioesterase,ketoacyl-synt",1,"Thorax","Solitarious-up",-1.00007580736743,1.00007580736743,NA,-1.00007580736743,NA,0.000117778547633354,"Solitarious-up","Thorax phase DEG only"
"LOC126281694",1,TRUE,"Infection within diet","Diet 33: infected vs control","Downregulated",1.74159666803022,0.0367142005056195,18.1767625926504,"unannotated","Oxidoreductase activity. It is involved in the biological process described with oxidation-reduction process",NA,"ko:K00078","ko00040,ko00980,map00040,map00980","GFO_IDH_MocA",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126284697",1,TRUE,"Infection within diet","Diet 33: infected vs control","Downregulated",1.8434553598464,0.0367567430336374,18.2781183376869,"unannotated","no description",NA,NA,NA,NA,0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281520",1,TRUE,"Infection within diet","Diet 83: infected vs control","Downregulated",2.41263968230687,0.0367705478129684,18.8471395822075,"unannotated","DM4/DM12 family",NA,NA,NA,"DM4_12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126278175",1,TRUE,"Infection within diet","Diet 50: infected vs control","Downregulated",1.3518830701154,0.036782709974028,17.7862393472957,"unannotated","Cadherin repeats.",NA,"ko:K16507","ko04391,ko04392,map04391,map04392","Cadherin",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126321317",1,TRUE,"Infection within diet","Diet 50: infected vs control","Upregulated",1.20742170209438,0.0368650147794145,17.6408072897439,"unannotated","no description",NA,"ko:K16220",NA,"Mlf1IP",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126334755",1,TRUE,"Infection within diet","Diet 50: infected vs control","Upregulated",4.80860690643351,0.0370128575762864,21.2402542903548,"unannotated","Choline/ethanolamine kinase",NA,NA,NA,"EcKinase",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126266641",1,TRUE,"Infection within diet","Diet 50: infected vs control","Upregulated",4.27358934332573,0.0370128575762864,20.705236727247,"unannotated","Trypsin-like serine protease","GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0016787,GO:0017171,GO:0019538,GO:0043170,GO:0044238,GO:0070011,GO:0071704,GO:0140096,GO:1901564","ko:K20671","ko04624,map04624","Trypsin",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126299550",1,TRUE,"Infection within diet","Diet 50: infected vs control","Downregulated",1.16706737677732,0.0370302045044415,17.5985112662697,"unannotated","ATP binding","GO:0003674,GO:0003824,GO:0005215,GO:0005319,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006869,GO:0008150,GO:0010876,GO:0015248,GO:0015318,GO:0015399,GO:0015405,GO:0015850,GO:0015918,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0017127,GO:0022804,GO:0022857,GO:0030301,GO:0031224,GO:0033036,GO:0034040,GO:0034041,GO:0042623,GO:0042626,GO:0043492,GO:0044425,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:1901618",NA,NA,"ABC2_membrane,ABC_tran",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126361126",1,TRUE,"Infection within diet","Diet 50: infected vs control","Upregulated",2.38302848922861,0.0371113332170785,18.8135219326589,"unannotated","Glucose dehydrogenase FAD, quinone -like",NA,"ko:K00115","ko00030,ko01100,ko01110,ko01130,map00030,map01100,map01110,map01130","GMC_oxred_C,GMC_oxred_N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126284004",1,TRUE,"Infection within diet","Diet 50: infected vs control","Upregulated",1.14580716200319,0.0371689962199822,17.575626329237,"unannotated","Pacifastin inhibitor (LCMII)",NA,NA,NA,"Pacifastin_I",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126285437",1,TRUE,"Infection within diet","Diet 50: infected vs control","Downregulated",1.09503775483701,0.0371689962199822,17.5248569220708,"unannotated","HAUS augmin-like complex subunit 6 N-terminus","GO:0000226,GO:0000278,GO:0005575,GO:0005622,GO:0005623,GO:0005819,GO:0005856,GO:0006996,GO:0007010,GO:0007017,GO:0007049,GO:0007051,GO:0007052,GO:0007088,GO:0007346,GO:0008150,GO:0009987,GO:0010564,GO:0015630,GO:0016043,GO:0022402,GO:0033043,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044422,GO:0044424,GO:0044430,GO:0044446,GO:0044464,GO:0050789,GO:0050794,GO:0051128,GO:0051726,GO:0051783,GO:0065007,GO:0071840,GO:1902850,GO:1903047","ko:K16589",NA,"HAUS6_N",1,"Thorax","Solitarious-up",-1.07884237561707,1.07884237561707,NA,-1.07884237561707,NA,2.06833746929849e-14,"Solitarious-up","Thorax phase DEG only"
"LOC126313415",1,TRUE,"Infection within diet","Diet 83: infected vs control","Upregulated",1.18189539581886,0.0372019789826243,17.6113293527549,"unannotated","Forkhead associated domain","GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0097159,GO:1901363",NA,NA,"FHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126325501",1,TRUE,"Infection within diet","Diet 50: infected vs control","Upregulated",6.07090400240331,0.0372950248787423,22.4992531012064,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126309705",1,TRUE,"Infection within diet","Diet 50: infected vs control","Upregulated",1.69068915598915,0.0373202194476624,18.1187449672001,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126319987",1,TRUE,"Infection within diet","Diet 50: infected vs control","Upregulated",5.00486326467896,0.0373438573313359,21.4326440894914,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126291637",1,TRUE,"Infection within diet","Diet 50: infected vs control","Upregulated",1.27782545788791,0.0374770914678014,17.7040595792074,"unannotated","Belongs to the type-B carboxylesterase lipase family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126274026",1,TRUE,"Infection within diet","Diet 33: infected vs control","Downregulated",2.08880533086041,0.0374961014834698,18.5148192149255,"unannotated","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis",NA,NA,NA,NA,0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126318632",1,TRUE,"Infection within diet","Diet 50: infected vs control","Upregulated",5.22160643678003,0.0375448266167537,21.6470563336977,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126317010",1,TRUE,"Infection within diet","Diet 50: infected vs control","Upregulated",6.17216861617681,0.0376405295923134,22.5965128909699,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267256",1,TRUE,"Infection within diet","Diet 50: infected vs control","Downregulated",1.94310070557986,0.0376405295923134,18.367444980373,"CTLSE2","C-type lectin (CTL) or carbohydrate-recognition domain (CRD)","GO:0003674,GO:0005488,GO:0030246",NA,NA,"Lectin_C,Sushi",2,"Head + Thorax","Gregarious-up",1.38760052759615,1.68667869554678,1.08852235964552,1.68667869554678,0.0388804513148156,0.000138542615633222,"Gregarious-up","Shared head/thorax phase DEG"
"LOC126298731",1,TRUE,"Infection within diet","Diet 83: infected vs control","Downregulated",1.8507131988263,0.0378188664842995,18.2730046908956,"unannotated","Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)",NA,NA,NA,"DEP",1,"Thorax","Solitarious-up",-1.14925128533862,1.14925128533862,NA,-1.14925128533862,NA,1.22930164285436e-09,"Solitarious-up","Thorax phase DEG only"
"LOC126353777",1,TRUE,"Infection within diet","Diet 83: infected vs control","Downregulated",1.44206547270173,0.0378344914192597,17.8641775722545,"SCRAL1","copper ion binding. It is involved in the biological process described with oxidation-reduction process","GO:0003674,GO:0003824,GO:0004720,GO:0006464,GO:0006807,GO:0007155,GO:0008150,GO:0008152,GO:0009987,GO:0016491,GO:0016638,GO:0016641,GO:0019538,GO:0022610,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0055114,GO:0071704,GO:0140096,GO:1901564","ko:K00280",NA,"Lysyl_oxidase,SRCR",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126268138",1,TRUE,"Infection within diet","Diet 83: infected vs control","Upregulated",1.08266837363645,0.0380534517469642,17.5022743168224,"unannotated","protein serine threonine kinase activity. It is involved in the biological process described with protein phosphorylation","GO:0000003,GO:0000902,GO:0000904,GO:0003008,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005575,GO:0005622,GO:0005623,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006996,GO:0007030,GO:0007154,GO:0007165,GO:0007275,GO:0007276,GO:0007283,GO:0007399,GO:0007409,GO:0007610,GO:0007611,GO:0007613,GO:0007616,GO:0008150,GO:0008152,GO:0009611,GO:0009653,GO:0009987,GO:0010256,GO:0016043,GO:0016049,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019538,GO:0019953,GO:0022008,GO:0022414,GO:0023052,GO:0030030,GO:0030154,GO:0030182,GO:0030424,GO:0031099,GO:0031102,GO:0031103,GO:0031175,GO:0032501,GO:0032502,GO:0032504,GO:0032989,GO:0032990,GO:0033554,GO:0035556,GO:0036211,GO:0040007,GO:0042995,GO:0043005,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0044703,GO:0048232,GO:0048468,GO:0048588,GO:0048589,GO:0048609,GO:0048666,GO:0048667,GO:0048668,GO:0048674,GO:0048678,GO:0048682,GO:0048699,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0050789,GO:0050794,GO:0050803,GO:0050807,GO:0050877,GO:0050890,GO:0050896,GO:0051128,GO:0051704,GO:0051716,GO:0060560,GO:0061564,GO:0065007,GO:0065008,GO:0071704,GO:0071840,GO:0072375,GO:0097458,GO:0099174,GO:0120025,GO:0120036,GO:0120039,GO:0140096,GO:1901564,GO:2000331","ko:K04422","ko04010,map04010","Pkinase_Tyr",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126281357",1,TRUE,"Infection within diet","Diet 50: infected vs control","Downregulated",3.1672716302164,0.0380952338496094,19.5864009863595,"unannotated","cytochrome p450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126284630",1,TRUE,"Infection within diet","Diet 50: infected vs control","Downregulated",1.65642695889694,0.0381249392317549,18.0752177987738,"unannotated","retina layer formation","GO:0001654,GO:0001736,GO:0001737,GO:0001738,GO:0001745,GO:0002009,GO:0002165,GO:0003002,GO:0003674,GO:0003824,GO:0004672,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005615,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0007154,GO:0007163,GO:0007164,GO:0007267,GO:0007275,GO:0007389,GO:0007399,GO:0007423,GO:0007424,GO:0007444,GO:0007446,GO:0007472,GO:0007474,GO:0007476,GO:0007478,GO:0007480,GO:0007552,GO:0007560,GO:0008150,GO:0008152,GO:0008544,GO:0009653,GO:0009791,GO:0009886,GO:0009887,GO:0009888,GO:0009913,GO:0009987,GO:0016020,GO:0016043,GO:0016301,GO:0016310,GO:0016348,GO:0016740,GO:0016772,GO:0016773,GO:0017147,GO:0019538,GO:0022008,GO:0023052,GO:0030010,GO:0030030,GO:0030154,GO:0030182,GO:0030855,GO:0030859,GO:0032501,GO:0032502,GO:0035088,GO:0035089,GO:0035107,GO:0035114,GO:0035120,GO:0035150,GO:0035151,GO:0035152,GO:0035159,GO:0035218,GO:0035220,GO:0035239,GO:0035265,GO:0035282,GO:0035285,GO:0035295,GO:0035315,GO:0035316,GO:0035317,GO:0036011,GO:0036211,GO:0040007,GO:0042067,GO:0043170,GO:0043393,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044421,GO:0044464,GO:0044719,GO:0045197,GO:0045198,GO:0048513,GO:0048563,GO:0048569,GO:0048589,GO:0048592,GO:0048699,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048749,GO:0048856,GO:0048869,GO:0051098,GO:0060429,GO:0060541,GO:0060562,GO:0061162,GO:0061245,GO:0061339,GO:0065007,GO:0065008,GO:0065009,GO:0071704,GO:0071840,GO:0071944,GO:0090066,GO:0090162,GO:0090596,GO:0120036,GO:0140096,GO:1901564","ko:K16674","ko04391,map04391",NA,0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126318461",1,TRUE,"Infection within diet","Diet 50: infected vs control","Upregulated",5.22823812878312,0.0381670707261462,21.6465492991009,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126266681",1,TRUE,"Infection within diet","Diet 50: infected vs control","Downregulated",1.09802525983837,0.0381670707261462,17.5163364301562,"unannotated","Oxidoreductase activity. It is involved in the biological process described with oxidation-reduction process",NA,NA,NA,"Sacchrp_dh_NADP",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126291976",1,TRUE,"Infection within diet","Diet 33: infected vs control","Downregulated",2.45315856868599,0.0381717117355253,18.8714169332162,"unannotated","Glycosyl hydrolase family 9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336209",1,TRUE,"Infection within diet","Diet 33: infected vs control","Upregulated",2.44877318847674,0.0381717117355253,18.867031553007,"unannotated","no description",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126335932",1,TRUE,"Infection within diet","Diet 50: infected vs control","Downregulated",1.18566039030878,0.0381929227203536,17.6036774961996,"unannotated","Guanine nucleotide-binding proteins (G proteins) are involved as a modulator or transducer in various transmembrane signaling systems. The beta and gamma chains are required for the GTPase activity, for replacement of GDP by GTP, and for G protein- effector interaction",NA,"ko:K04547","ko04014,ko04062,ko04151,ko04371,ko04713,ko04723,ko04724,ko04725,ko04726,ko04727,ko04728,ko04740,ko04742,ko04745,ko04926,ko05032,ko05034,ko05167,ko05200,map04014,map04062,map04151,map04371,map04713,map04723,map04724,map04725,map04726,map04727,map04728,map04740,map04742,map04745,map04926,map05032,map05034,map05167,map05200","G-gamma",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126271890",1,TRUE,"Infection within diet","Diet 33: infected vs control","Downregulated",1.11745658511175,0.0382320872258682,17.5350285767623,"unannotated","UDP-glucoronosyl and UDP-glucosyl transferase",NA,"ko:K00699","ko00040,ko00053,ko00140,ko00830,ko00860,ko00980,ko00982,ko00983,ko01100,ko01110,ko05204,map00040,map00053,map00140,map00830,map00860,map00980,map00982,map00983,map01100,map01110,map05204","UDPGT",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336566",1,TRUE,"Infection within diet","Diet 50: infected vs control","Downregulated",1.57024785497336,0.0382398502965401,17.9877316715658,"unannotated","Rough deal protein C-terminal region","GO:0000070,GO:0000075,GO:0000278,GO:0000280,GO:0000775,GO:0000776,GO:0000777,GO:0000779,GO:0000793,GO:0000819,GO:0000940,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005694,GO:0005737,GO:0005794,GO:0005795,GO:0005819,GO:0005828,GO:0005856,GO:0005874,GO:0005876,GO:0006996,GO:0007030,GO:0007049,GO:0007059,GO:0007088,GO:0007093,GO:0007094,GO:0007346,GO:0008104,GO:0008150,GO:0009987,GO:0010256,GO:0010564,GO:0010639,GO:0010948,GO:0010965,GO:0012505,GO:0015630,GO:0016043,GO:0017016,GO:0017137,GO:0019899,GO:0022402,GO:0030071,GO:0031267,GO:0031577,GO:0031984,GO:0032991,GO:0033036,GO:0033043,GO:0033044,GO:0033045,GO:0033046,GO:0033047,GO:0033048,GO:0033365,GO:0034501,GO:0034502,GO:0034613,GO:0036063,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044422,GO:0044424,GO:0044427,GO:0044430,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0045786,GO:0045839,GO:0045841,GO:0045930,GO:0048285,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051020,GO:0051128,GO:0051129,GO:0051179,GO:0051233,GO:0051276,GO:0051641,GO:0051726,GO:0051783,GO:0051784,GO:0051983,GO:0051985,GO:0065007,GO:0070727,GO:0071173,GO:0071174,GO:0071459,GO:0071840,GO:0098687,GO:0098791,GO:0098813,GO:0099080,GO:0099081,GO:0099512,GO:0099513,GO:0140014,GO:1901987,GO:1901988,GO:1901990,GO:1901991,GO:1902099,GO:1902100,GO:1903047,GO:1905818,GO:1905819,GO:1990423,GO:2000816,GO:2001251","ko:K11577",NA,"Rod_C",1,"Thorax","Solitarious-up",-1.18582318941699,1.18582318941699,NA,-1.18582318941699,NA,6.71771734554909e-10,"Solitarious-up","Thorax phase DEG only"
"LOC126272584",1,TRUE,"Infection within diet","Diet 50: infected vs control","Downregulated",1.01933432457596,0.0382574538333747,17.4366182617313,"unannotated","Catalytic activity",NA,"ko:K01080","ko00561,ko00564,ko00565,ko00600,ko01100,ko01110,ko04072,ko04666,ko04975,ko05231,map00561,map00564,map00565,map00600,map01100,map01110,map04072,map04666,map04975,map05231","PAP2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272594",1,TRUE,"Infection within diet","Diet 50: infected vs control","Upregulated",1.00492515705541,0.0382574538333747,17.4222090942107,"TPX5","activity. It is involved in the biological process described with oxidation-reduction process","GO:0003674,GO:0003824,GO:0004601,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0008152,GO:0009056,GO:0009636,GO:0009987,GO:0016209,GO:0016491,GO:0016684,GO:0016999,GO:0017001,GO:0017144,GO:0042221,GO:0042737,GO:0042743,GO:0042744,GO:0044237,GO:0044248,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0051186,GO:0051187,GO:0051716,GO:0055114,GO:0070887,GO:0072593,GO:0097237,GO:0098754,GO:0098869,GO:1990748","ko:K11188","ko00940,ko01100,ko01110,map00940,map01100,map01110","1-cysPrx_C,AhpC-TSA",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126283941",1,TRUE,"Infection within diet","Diet 50: infected vs control","Upregulated",1.12528556395396,0.0382776469105608,17.5423403319539,"unannotated","Catalyzes the reduction of fatty acyl-CoA to fatty alcohols","GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005777,GO:0005778,GO:0005779,GO:0006139,GO:0006163,GO:0006629,GO:0006637,GO:0006662,GO:0006725,GO:0006732,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008610,GO:0008611,GO:0009058,GO:0009117,GO:0009150,GO:0009259,GO:0009987,GO:0010025,GO:0010166,GO:0016020,GO:0016021,GO:0016491,GO:0016620,GO:0016903,GO:0018904,GO:0019637,GO:0019693,GO:0031090,GO:0031224,GO:0031231,GO:0031300,GO:0031301,GO:0031903,GO:0033865,GO:0033875,GO:0034032,GO:0034641,GO:0035336,GO:0035337,GO:0035383,GO:0042579,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043603,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044422,GO:0044424,GO:0044425,GO:0044438,GO:0044439,GO:0044444,GO:0044446,GO:0044464,GO:0046483,GO:0046485,GO:0046504,GO:0051186,GO:0055086,GO:0055114,GO:0071704,GO:0072521,GO:0080019,GO:0097384,GO:0098588,GO:0098805,GO:1901135,GO:1901360,GO:1901503,GO:1901564,GO:1901568,GO:1901570,GO:1901576","ko:K13356","ko00073,ko04146,ko04212,map00073,map04146,map04212","NAD_binding_4,Sterile",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267237",1,TRUE,"Infection within diet","Diet 50: infected vs control","Upregulated",1.12340638596448,0.0384921227314451,17.5380345241,"unannotated","Leishmanolysin","GO:0000003,GO:0000070,GO:0000226,GO:0000278,GO:0000280,GO:0000819,GO:0003006,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006091,GO:0006323,GO:0006325,GO:0006338,GO:0006508,GO:0006807,GO:0006928,GO:0006996,GO:0007010,GO:0007017,GO:0007049,GO:0007051,GO:0007052,GO:0007059,GO:0007076,GO:0007088,GO:0007098,GO:0007100,GO:0007275,GO:0007276,GO:0007346,GO:0007399,GO:0007417,GO:0007420,GO:0007444,GO:0007548,GO:0008150,GO:0008152,GO:0008233,GO:0008354,GO:0008406,GO:0009888,GO:0009896,GO:0009987,GO:0010564,GO:0010638,GO:0010876,GO:0010965,GO:0016043,GO:0016477,GO:0016787,GO:0019538,GO:0019915,GO:0019953,GO:0022402,GO:0022412,GO:0022414,GO:0022900,GO:0030071,GO:0030261,GO:0031023,GO:0031252,GO:0031331,GO:0032270,GO:0032436,GO:0032501,GO:0032502,GO:0032504,GO:0033036,GO:0033043,GO:0033044,GO:0033045,GO:0033047,GO:0035295,GO:0040011,GO:0043170,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0044703,GO:0045137,GO:0045732,GO:0045787,GO:0045840,GO:0045842,GO:0045862,GO:0045931,GO:0048285,GO:0048513,GO:0048518,GO:0048522,GO:0048608,GO:0048609,GO:0048731,GO:0048856,GO:0048870,GO:0050789,GO:0050790,GO:0050794,GO:0051128,GO:0051130,GO:0051179,GO:0051235,GO:0051247,GO:0051276,GO:0051298,GO:0051299,GO:0051338,GO:0051674,GO:0051704,GO:0051726,GO:0051781,GO:0051783,GO:0051785,GO:0051983,GO:0051984,GO:0055114,GO:0060322,GO:0060429,GO:0061458,GO:0062033,GO:0065007,GO:0065008,GO:0065009,GO:0071103,GO:0071704,GO:0071840,GO:0090068,GO:0098813,GO:0140014,GO:0140096,GO:1901564,GO:1901800,GO:1901970,GO:1901987,GO:1901989,GO:1901990,GO:1901992,GO:1902099,GO:1902101,GO:1902769,GO:1902850,GO:1903047,GO:1903052,GO:1903364,GO:1905818,GO:1905820,GO:2001252","ko:K13539",NA,"Peptidase_M8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
